input1	label
z p m f w b c g	zpmfwbcg
l j q s x z d v w r n	ljqsxzdvwrn
j d b g h p m n	jdbghpmn
t v m	tvm
r f k m h	rfkmh
n c p w f	ncpwf
r z b c n m g	rzbcnmg
f w k g q x d c p	fwkgqxdcp
p t k j r	ptkjr
j g k s x n c m b l	jgksxncmbl
k t c q l j x s	ktcqljxs
q k p j z t l	qkpjztl
c w j x r d	cwjxrd
m t d p f r c	mtdpfrc
v c s l w t x z j	vcslwtxzj
v n l g q f	vnlgqf
j s b m l w d z r c	jsbmlwdzrc
m f x j	mfxj
k m s b t d w	kmsbtdw
c h r d p z k	chrdpzk
s n b x f q c h	snbxfqch
z h l b n g j	zhlbngj
s m v f t z l	smvftzl
b d c s v	bdcsv
h j t l r d c m z	hjtlrdcmz
g b t j n m	gbtjnm
c b l n q	cblnq
w n c p x b k l z s t r m v	wncpxbklzstrmv
j k h t n m b	jkhtnmb
c b f k s	cbfks
d b m q p n z	dbmqpnz
p v j k d	pvjkd
b j r d g	bjrdg
f s r p j	fsrpj
m k r b c	mkrbc
d t x w l m	dtxwlm
n l g p h	nlgph
p x j d g m b	pxjdgmb
g v p	gvp
r b l k m f h	rblkmfh
j g w r l t k h	jgwrltkh
r g h z s d c t	rghzsdct
j t l n p	jtlnp
f x l h b n	fxlhbn
n d z w v f b p	ndzwvfbp
m z v p s	mzvps
x m l v p h d r n	xmlvphdrn
g z c f d h	gzcfdh
k z f m p n b d r	kzfmpnbdr
t h m w l p n b r	thmwlpnbr
z f l w m p	zflwmp
b v r q x	bvrqx
w c x g k q j m	wcxgkqjm
j s q b	jsqb
b q k h n m p c s	bqkhnmpcs
c p g r l	cpgrl
c m s r k f w p b l h	cmsrkfwpblh
d p g c k	dpgck
v p c d j x b	vpcdjxb
s g k n p h m	sgknphm
n j f p r d x b	njfprdxb
j z p b v c t l g f	jzpbvctlgf
t m p r	tmpr
x g q f t	xgqft
c k d t z g q	ckdtzgq
s z g r d x c n	szgrdxcn
h f v	hfv
j q p d	jqpd
r g l b w p t z s m	rglbwptzsm
n k l h x s q f t b d z j	nklhxsqftbdzj
m l t p	mltp
r d p q g f m b	rdpqgfmb
k p v h w s m f g b d c q	kpvhwsmfgbdcq
m b v n w t	mbvnwt
l j f q v w z m n	ljfqvwzmn
b m p x c f k	bmpxcfk
w r l x	wrlx
l h d g q	lhdgq
j s m	jsm
x p z c l w s q h k r f	xpzclwsqhkrf
b d k c t s w l x	bdkctswlx
p b q j t g	pbqjtg
s r q h c z	srqhcz
c f t s b l g j q m	cftsblgjqm
v z x l d m q t	vzxldmqt
b r x c q s f	brxcqsf
s p x f q	spxfq
n k r z	nkrz
z l v q n c x s	zlvqncxs
j w z b c s	jwzbcs
c g w t q k p v b j s	cgwtqkpvbjs
w b c t z q	wbctzq
r z m j c s x	rzmjcsx
l c d s g h r q j p m f	lcdsghrqjpmf
c j t l n x s b	cjtlnxsb
f j p c	fjpc
g r p x b v	grpxbv
t f m w b d	tfmwbd
w j r q t l	wjrqtl
w g j q m	wgjqm
h n m v j t z r c	hnmvjtzrc
s l q w n k c b	slqwnkcb
c v d b z q g h l k	cvdbzqghlk
w d n r g j c t b x	wdnrgjctbx
q h f x	qhfx
m h p v c q w	mhpvcqw
h z w c j	hzwcj
j p t k q g s l	jptkqgsl
k v r f s c h	kvrfsch
x p b v s	xpbvs
z d c x	zdcx
x b f d m w h n	xbfdmwhn
q t j h r m p	qtjhrmp
r c z v g s	rczvgs
k q f j d h c	kqfjdhc
s d v z b	sdvzb
j z b n g x r v q f	jzbngxrvqf
f m g k p t j	fmgkptj
z h f t m	zhftm
j b v t f	jbvtf
q s f l x	qsflx
j s d l f z m	jsdlfzm
t v l s	tvls
d l r g	dlrg
s j r v p	sjrvp
m l c q s p d h t b	mlcqspdhtb
p h g k	phgk
p w j n z	pwjnz
v c g b j k n z p	vcgbjknzp
s l k t v x	slktvx
w k g s x p	wkgsxp
g m r k	gmrk
t f k b z l x q m	tfkbzlxqm
f q v m g w	fqvmgw
k j w d n v f	kjwdnvf
s v f b n	svfbn
n x t k b	nxtkb
t j v c s	tjvcs
w n v g z j k x b q s	wnvgzjkxbqs
g t r l p n s h	gtrlpnsh
d p j v c b f g	dpjvcbfg
z x r t s k h	zxrtskh
w f l p d q m x j	wflpdqmxj
r x s n w k j b p c	rxsnwkjbpc
x l h t w b	xlhtwb
f w m b s g	fwmbsg
p f w c m t	pfwcmt
t m n c b p l k g	tmncbplkg
d p s h b	dpshb
m x z r h c w q p	mxzrhcwqp
q m g r	qmgr
w q c k f z	wqckfz
r b n g z w	rbngzw
t v d c q	tvdcq
w c m q d	wcmqd
s j w z n k l d g	sjwznkldg
f p l t r k h x	fpltrkhx
z k d p q b	zkdpqb
x w t k m p d	xwtkmpd
w r f d	wrfd
j g v k s l m b d p r x t	jgvkslmbdprxt
g x f d r b k v	gxfdrbkv
k q l s n v g	kqlsnvg
m h q r f k n g b z l x c s j	mhqrfkngbzlxcsj
z p g n s	zpgns
q j z l v p r	qjzlvpr
r n j p t	rnjpt
k q x w h b s t p r	kqxwhbstpr
d b g k z n	dbgkzn
m x w t r s	mxwtrs
c h t k g l	chtkgl
z x q l d k s m	zxqldksm
l q g k d x w p	lqgkdxwp
g q m w	gqmw
h m d l j q	hmdljq
w n x d t	wnxdt
x r l m w q p	xrlmwqp
g z t s w p b	gztswpb
h w q l v n	hwqlvn
s w z	swz
k s m h j c n	ksmhjcn
j q x r f p w	jqxrfpw
x v c	xvc
p b w l n	pbwln
x c n d t k f	xcndtkf
v h s f x t d	vhsfxtd
m c w t	mcwt
p n g q t f	pngqtf
l z n q t	lznqt
w t q g r f l	wtqgrfl
n t q j c r d	ntqjcrd
w h s d c t b	whsdctb
g w j r v k x	gwjrvkx
q t n s h z	qtnshz
v t d z	vtdz
l w q s x v n	lwqsxvn
v p r w f b t z s d k l j	vprwfbtzsdklj
r x q	rxq
h s k x c q v w f	hskxcqvwf
k c x g b	kcxgb
h g k x z c	hgkxzc
z g v r d p	zgvrdp
s f b r	sfbr
r h t m z j p q	rhtmzjpq
j w g l r q z c	jwglrqzc
q k r t g z f p	qkrtgzfp
x j b k f t l c	xjbkftlc
g h n m v	ghnmv
g h j b k f w v	ghjbkfwv
c w f k g	cwfkg
j b g x s	jbgxs
l b d s h w	lbdshw
s p t j h d l k	sptjhdlk
w q x r l	wqxrl
c k t w l m z	cktwlmz
t q v c p	tqvcp
t z f	tzf
q h l v j w n	qhlvjwn
x l z g r	xlzgr
m s h t d w f z g	mshtdwfzg
v r m w c n p b	vrmwcnpb
w b l n g s k v	wblngskv
w h l j p v	whljpv
p m k j w c	pmkjwc
n r v q j s g	nrvqjsg
b r h m f t s	brhmfts
h z q b k w d m p n s j	hzqbkwdmpnsj
r w p d z n c j s	rwpdzncjs
s x h m w d b v	sxhmwdbv
d q z	dqz
p k m v f g n l w h r z q	pkmvfgnlwhrzq
g q m h j x	gqmhjx
n m q k c p s	nmqkcps
x b c z m l p t s	xbczmlpts
t l v s x r c b d	tlvsxrcbd
k l z p r t f c	klzprtfc
r k s b v m l h t c	rksbvmlhtc
h d j l p t s v z	hdjlptsvz
n j r x k q m w	njrxkqmw
b s p l g q	bsplgq
d x g z	dxgz
r j s w x	rjswx
f q n v x	fqnvx
f d b g h v l q x	fdbghvlqx
w s k c d l n	wskcdln
q f r l g k v p s m	qfrlgkvpsm
z x l b j n	zxlbjn
c n v r h k d q w b	cnvrhkdqwb
f r z t j	frztj
v z j b	vzjb
w t d q m j g n	wtdqmjgn
d l q g m b	dlqgmb
m h z p n t	mhzpnt
q g z l m	qgzlm
c x t g z f q	cxtgzfq
h j m f	hjmf
b q g m n k	bqgmnk
r b j c w q x h	rbjcwqxh
c h l g s	chlgs
m r s t z n l p x w	mrstznlpxw
j h t c s p z l q d	jhtcspzlqd
d z l v	dzlv
s h b j r x f m	shbjrxfm
j g q b s n k	jgqbsnk
q w p f t n	qwpftn
s c d z	scdz
s n d m k	sndmk
j q s n l z m	jqsnlzm
x j f v t	xjfvt
q d l z b r s	qdlzbrs
s f x l n h m g p b j v w	sfxlnhmgpbjvw
v b f t g m d	vbftgmd
f n b v r c q g s	fnbvrcqgs
q r n k	qrnk
f h k t s n x d	fhktsnxd
d t c g h r f q p	dtcghrfqp
p t h r k f d	pthrkfd
t g m f l d h b s	tgmfldhbs
n x s c k	nxsck
n p b h c w t f d v	npbhcwtfdv
g d n x b w f	gdnxbwf
b m q t	bmqt
z c x m g q	zcxmgq
x l v n m w g	xlvnmwg
x c z l m f b j	xczlmfbj
c k j w p h n	ckjwphn
z w p q m	zwpqm
b f s p n	bfspn
w m j z v r	wmjzvr
g x r p f s l c	gxrpfslc
z k g h d s	zkghds
x l h z b	xlhzb
l r x q j g	lrxqjg
n z h j m d v c s	nzhjmdvcs
v t p j l z m s	vtpjlzms
k t b z p	ktbzp
m d k q n c b x	mdkqncbx
b w r v s	bwrvs
p b j m	pbjm
q s j r z c	qsjrzc
l b z h	lbzh
m f p s n z d r j	mfpsnzdrj
z c t k l r	zctklr
c d g h b p v w	cdghbpvw
p f d q j g k n s b	pfdqjgknsb
z x n f c	zxnfc
g x k	gxk
w b t j	wbtj
g s w t	gswt
p s j b r t w c	psjbrtwc
h z x m q g l	hzxmqgl
r z f k g m	rzfkgm
s r w k j	srwkj
v q h d p r	vqhdpr
z k d t h n m l s v q x f	zkdthnmlsvqxf
h b v j z l x	hbvjzlx
c g k h x	cgkhx
w s h l	wshl
t r n h f v k	trnhfvk
x p h m f d	xphmfd
w z r l f p q s m	wzrlfpqsm
p d r z s	pdrzs
q t z f j c v	qtzfjcv
r v h k m d s p	rvhkmdsp
p b v g k t w	pbvgktw
k v z d p c x r	kvzdpcxr
g x r d n f h t q p z	gxrdnfhtqpz
w f v m r l	wfvmrl
d x h p b	dxhpb
d n j m g c t	dnjmgct
r b t f l m g	rbtflmg
l v r w	lvrw
p c b h k z d g	pcbhkzdg
l h x d n r p j z	lhxdnrpjz
f n c d r z x	fncdrzx
j w m l s	jwmls
v h z l k	vhzlk
d k b c t z l	dkbctzl
x q s z k	xqszk
n l w p c k g s v	nlwpckgsv
d f t q	dftq
m p f c z b t s	mpfczbts
z r v w j c	zrvwjc
g m d t l z	gmdtlz
g k x s v	gkxsv
n k f w r v z h q d l j p	nkfwrvzhqdljp
z m t d c h r s	zmtdchrs
j m x k	jmxk
z d p f t m	zdpftm
k l r p j	klrpj
r f b k x w j d s p m	rfbkxwjdspm
k b z p s g w	kbzpsgw
f j b l m c	fjblmc
p n j	pnj
n l p w v b j g d	nlpwvbjgd
z k p	zkp
v f l s p c j r q	vflspcjrq
v l w f	vlwf
f c l w t h r x b	fclwthrxb
s x q r z	sxqrz
d b p	dbp
q h s m c j k	qhsmcjk
g s f p d l k	gsfpdlk
l p j	lpj
q m k l z p	qmklzp
m h v f k	mhvfk
t r z p	trzp
j w s q h k g b	jwsqhkgb
j g l w t n	jglwtn
c l p r	clpr
l p w r j q s x g f z v n	lpwrjqsxgfzvn
j v f s k	jvfsk
m l q h	mlqh
b g k j	bgkj
d f h j m b q w t	dfhjmbqwt
t l k h z	tlkhz
p j s b c v t f	pjsbcvtf
r g w n p t j	rgwnptj
g q w	gqw
w m g v l b p q z x	wmgvlbpqzx
f h l s d z k	fhlsdzk
t d p w b n z	tdpwbnz
z r d j n g f s	zrdjngfs
t j m f x	tjmfx
v x t p	vxtp
k b t g q z	kbtgqz
f g q z t w d j r n b	fgqztwdjrnb
g w p j	gwpj
d t n c	dtnc
p h q m r s z x	phqmrszx
r t v c q w f j d l	rtvcqwfjdl
d b j h m	dbjhm
s g q j b l d	sgqjbld
q k c p h s t	qkcphst
g q f m n	gqfmn
j d q x	jdqx
j z q l s	jzqls
h r p f	hrpf
h l r w v n p k	hlrwvnpk
s j f b z m	sjfbzm
c h j l d p	chjldp
p n t h k w r	pnthkwr
h m k j t	hmkjt
v q n z c s g	vqnzcsg
f g t	fgt
s n f d v r l	snfdvrl
s r l q c m k v	srlqcmkv
v z d	vzd
k h w x z f d	khwxzfd
r j b f w v	rjbfwv
d q s k t r z l	dqsktrzl
d f h b m c z g	dfhbmczg
g h w v b q m	ghwvbqm
t n z j m h	tnzjmh
f r g w t l x q	frgwtlxq
c t l w h z	ctlwhz
b r l m	brlm
t m h x v w	tmhxvw
d h q l s	dhqls
t q c x w s h	tqcxwsh
s h z q p b r x m n w	shzqpbrxmnw
t n z s p r m x	tnzsprmx
c f n j d q	cfnjdq
r d s l t c w b q j g p	rdsltcwbqjgp
r x p c b j	rxpcbj
j q l n b t	jqlnbt
p l b	plb
q k b	qkb
l q b s k z w	lqbskzw
w j b d l	wjbdl
n r d m s h g j	nrdmshgj
g b h v p m c r j k w z s x	gbhvpmcrjkwzsx
m n t v r q	mntvrq
k b m t d v l s g r c	kbmtdvlsgrc
q h l d c	qhldc
l d z r g x	ldzrgx
j m c f	jmcf
p s z r	pszr
q k r h g j	qkrhgj
p j v z s l h b n w t	pjvzslhbnwt
j l k c t	jlkct
r v n b l	rvnbl
x h s j v l k b q	xhsjvlkbq
k c m x d w r f n l	kcmxdwrfnl
f j r m n k p x	fjrmnkpx
k r p x f	krpxf
k j g r	kjgr
q n m d j z b v f s p	qnmdjzbvfsp
f x s g r n k m q	fxsgrnkmq
c p h r g t l x m k	cphrgtlxmk
w b s k d f	wbskdf
g d p s j n r b z w	gdpsjnrbzw
l b w p x t	lbwpxt
q s k z	qskz
r v h m x j g s b p	rvhmxjgsbp
p k l z t g x d j v b	pklztgxdjvb
v n b h k	vnbhk
w x q h p s	wxqhps
s k b h n c	skbhnc
k d m z n v s r p x j	kdmznvsrpxj
b d v c	bdvc
q b x d h s f l p	qbxdhsflp
q k f b x	qkfbx
r g t q	rgtq
s p n d j g t v w	spndjgtvw
f n c s	fncs
r p c x q	rpcxq
k t m z	ktmz
s n k f z b	snkfzb
v n c f h m w t b s	vncfhmwtbs
z x v h c	zxvhc
p r g n z m d j w	prgnzmdjw
s j b q x w	sjbqxw
t p f g	tpfg
j q b f	jqbf
n l f g w t m	nlfgwtm
h c l z b	hclzb
m t z s w x f g d q n	mtzswxfgdqn
v b l n w t	vblnwt
v z j k p r f c l x	vzjkprfclx
q z v h j l c b w s	qzvhjlcbws
k c g h s d n	kcghsdn
b w m z t h f g	bwmzthfg
z k r g n b	zkrgnb
g d j k t n z	gdjktnz
v b z n p g	vbznpg
t s d h n m p g	tsdhnmpg
b f p d	bfpd
l g b n c	lgbnc
r g z w b	rgzwb
g w z q f r d m k l j h	gwzqfrdmkljh
v z k n j g	vzknjg
f w x j	fwxj
z c x v q	zcxvq
w t r s n	wtrsn
t b s h w n g v	tbshwngv
t c w l m g	tcwlmg
r z f h q k b t l	rzfhqkbtl
j n k r w s z	jnkrwsz
z s m l q b w	zsmlqbw
p s d z v x f	psdzvxf
s q v d n c w h	sqvdncwh
v b w z c k	vbwzck
w h d	whd
m z d r h p l	mzdrhpl
g n k d q f x	gnkdqfx
z l n v c h t s w q x	zlnvchtswqx
q k s c t j n b g	qksctjnbg
l g f b	lgfb
f w k z x n	fwkzxn
h w z g q m	hwzgqm
r m k b h s	rmkbhs
w m k x d h z p	wmkxdhzp
h v j s z p c	hvjszpc
x z d b g s	xzdbgs
z p v j c b n	zpvjcbn
b c v n j z r	bcvnjzr
x r f v j k g b z	xrfvjkgbz
c x k s t w b j	cxkstwbj
q z f t v p b	qzftvpb
z v n m l c t g s b k p	zvnmlctgsbkp
p f s c x m	pfscxm
t z n f r s x	tznfrsx
v m w z g n x j	vmwzgnxj
t w x q	twxq
d f b s	dfbs
w n q v d b	wnqvdb
x m r w z q t	xmrwzqt
j d q h x f m v g	jdqhxfmvg
l q p x g	lqpxg
t z m x w c	tzmxwc
h p r	hpr
t j n b g r v k	tjnbgrvk
d b n c l m	dbnclm
x h t c j p m	xhtcjpm
b g s c q j k w m	bgscqjkwm
c n t z k w g x	cntzkwgx
q v x n s p m	qvxnspm
b l r s x q f h v m k	blrsxqfhvmk
s b x w j d p	sbxwjdp
r s j t g n x w c p	rsjtgnxwcp
b d j n	bdjn
w v b p h r f	wvbphrf
g p d h	gpdh
n b t s z p f g	nbtszpfg
r z g n j	rzgnj
v d s x h w	vdsxhw
c z p q t v r	czpqtvr
w g v t d n	wgvtdn
n m b	nmb
w l g f t h	wlgfth
c w q b d f r t s v m h k	cwqbdfrtsvmhk
w v r p m d q x c	wvrpmdqxc
f v t r	fvtr
x l j m z f k v	xljmzfkv
p r q l t z f n	prqltzfn
b h w t v l f j	bhwtvlfj
f l t n z c v x	fltnzcvx
b k p f c	bkpfc
s m r f x d b l w v n z q h	smrfxdblwvnzqh
j k c l g x p z s	jkclgxpzs
g v t w f s m b r c	gvtwfsmbrc
m w t l n	mwtln
s t g z r w	stgzrw
q k v c b d r n z g j	qkvcbdrnzgj
t g r j x v l s z	tgrjxvlsz
r x g n s	rxgns
k v w p h q c l j	kvwphqclj
x n z	xnz
r q g l f h n	rqglfhn
m f g b t h v	mfgbthv
w b j x	wbjx
s t x v d	stxvd
l q f s d t h m n	lqfsdthmn
c z p v k n f	czpvknf
m b g q k v j	mbgqkvj
l c n x h	lcnxh
r d j w m b	rdjwmb
n f b p	nfbp
m x p f d n t h	mxpfdnth
s r f	srf
c m w z j p x f	cmwzjpxf
x v p b z t g	xvpbztg
p n l w v	pnlwv
t r m d n x s	trmdnxs
w z q r m k t p s f x n b	wzqrmktpsfxnb
p c w h m	pcwhm
p q m g x w z	pqmgxwz
v w h f m l p	vwhfmlp
d j r l w m p t	djrlwmpt
q n s t	qnst
j w q h	jwqh
c f t	cft
p g v f r	pgvfr
x z s j	xzsj
b x k r m g p w	bxkrmgpw
b h k z s t	bhkzst
j t g l b s x w	jtglbsxw
s m c r l x	smcrlx
z h x d c	zhxdc
f r p l n m	frplnm
f m x n g j t k s	fmxngjtks
k d p w	kdpw
w s g j z f p	wsgjzfp
h b n c v w	hbncvw
m h v f w l	mhvfwl
g c q k j v n t	gcqkjvnt
n w f k j z b g	nwfkjzbg
r n q v	rnqv
x b t l n k w m	xbtlnkwm
c j p t k n q b	cjptknqb
n c w z q	ncwzq
n b x s m f v	nbxsmfv
g p w d x l k	gpwdxlk
p t m d k n	ptmdkn
q r z	qrz
b c s d w t m v j	bcsdwtmvj
d z w j g q c b x s t	dzwjgqcbxst
s v w z	svwz
p h c t g f n k	phctgfnk
b k m j z p f d w v l	bkmjzpfdwvl
l z k d j h x r f	lzkdjhxrf
p j v k w x z m n	pjvkwxzmn
h v k s l g x z q	hvkslgxzq
g c h w q v d f r t l n	gchwqvdfrtln
k j f m n b d s x l p c z q	kjfmnbdsxlpczq
b w d p k r m s l	bwdpkrmsl
h x f d	hxfd
b k j n v c d f	bkjnvcdf
z s x n t l	zsxntl
f x b d h v	fxbdhv
s d p m w b c f g l	sdpmwbcfgl
d h k n s	dhkns
l n x j b q d f c	lnxjbqdfc
m j q t p x b w h l	mjqtpxbwhl
f g b c n z s v j d	fgbcnzsvjd
z w d n l x s g	zwdnlxsg
f c s t z q g w r	fcstzqgwr
t m f	tmf
w g q z	wgqz
c r p v x m t l	crpvxmtl
q m d b v j t x	qmdbvjtx
q g f r j n t h z	qgfrjnthz
g k h d v l n c m	gkhdvlncm
v x k r g f w	vxkrgfw
v d m k p f	vdmkpf
b p f k	bpfk
z c p	zcp
z s n j	zsnj
m k z	mkz
k j z s r	kjzsr
c h q w z s b	chqwzsb
n q g	nqg
w n g r k q d t j	wngrkqdtj
c v d k g l x w r	cvdkglxwr
j r p l	jrpl
v g q c s d	vgqcsd
f p v k r	fpvkr
x k h l b d	xkhlbd
n g f l j p q h v	ngfljpqhv
j t p z m	jtpzm
x m h w j v	xmhwjv
f w q t p n r s v c	fwqtpnrsvc
r z l n	rzln
k c n	kcn
k h b z l m	khbzlm
l w t p	lwtp
h j g r v p	hjgrvp
s k q m r x f	skqmrxf
x n j z m q v c	xnjzmqvc
b t g j h p v	btgjhpv
m x d l g t z w h	mxdlgtzwh
h n t m x p w q s	hntmxpwqs
h g t r n j v p q x	hgtrnjvpqx
p j v k t q r	pjvktqr
m c b g n k p q s h	mcbgnkpqsh
g r s b q h w f d m	grsbqhwfdm
n z b k t p d c	nzbktpdc
l f z n p h w s x	lfznphwsx
s n d k q w	sndkqw
n s j	nsj
t r l h	trlh
p g n l s t w k j	pgnlstwkj
r k z q d v j	rkzqdvj
t k f b p n d	tkfbpnd
m j b q v	mjbqv
d q p g	dqpg
j v n m d x r p z t s c g	jvnmdxrpztscg
g f j v x m	gfjvxm
b z h q n x d	bzhqnxd
w m x d k n b	wmxdknb
h f s	hfs
v g m b l q	vgmblq
x l c t n z	xlctnz
j x p c v d b r q n	jxpcvdbrqn
p k b t s c v w l q f	pkbtscvwlqf
p b w t j	pbwtj
z w c f m p s r b	zwcfmpsrb
z x d w g c h	zxdwgch
z c q j b h t r	zcqjbhtr
r f s m l t n z c k	rfsmltnzck
p z w t m b	pzwtmb
b r x c n g k w h	brxcngkwh
t d b l p c	tdblpc
x f v k w t m q l s n	xfvkwtmqlsn
b w k x z q s	bwkxzqs
b f m d h t w x q	bfmdhtwxq
w h p x k j b v q t f	whpxkjbvqtf
b j m f x	bjmfx
g k f r	gkfr
t b x d p j w	tbxdpjw
v j x s z t	vjxszt
x h l q f w z	xhlqfwz
x m c f g j n s t r	xmcfgjnstr
q p j g k v	qpjgkv
q v n j h m x z k	qvnjhmxzk
v k h c x p r j	vkhcxprj
r c t w x v h k	rctwxvhk
x g r n q d	xgrnqd
j t f c z q p	jtfczqp
n r z x g v	nrzxgv
w s c p	wscp
n x r h v	nxrhv
k h n x d s l p	khnxdslp
r v s b	rvsb
l x v m j	lxvmj
v t z w f j	vtzwfj
p b q w d r	pbqwdr
z j q r m	zjqrm
x f h p t d l g b n s v w	xfhptdlgbnsvw
d t z k c h l q p m	dtzkchlqpm
l g n	lgn
d b s p z r j h	dbspzrjh
f r n x d t b k g	frnxdtbkg
f d l m v p b k	fdlmvpbk
r m k g	rmkg
v g d l m z	vgdlmz
v z w r q m p t f	vzwrqmptf
g t q v w p z j x	gtqvwpzjx
z f c p n	zfcpn
d k w p z t l	dkwpztl
q v r	qvr
p f k s q g b	pfksqgb
b z n l d g	bznldg
w x b g	wxbg
g t w n f s m	gtwnfsm
q v l	qvl
j b f k s x c r	jbfksxcr
j z q w s	jzqws
g d j	gdj
h c w d r v t	hcwdrvt
w v g k d q c f r	wvgkdqcfr
d w v t m	dwvtm
x d z j k w v m b g s t	xdzjkwvmbgst
r b c z p g	rbczpg
p q s c z t n d b j w f	pqscztndbjwf
d z k	dzk
k b m n	kbmn
c x p r l b	cxprlb
k m t	kmt
s t c d m l r	stcdmlr
n f k r q c	nfkrqc
r p s n b l w x	rpsnblwx
s j h w x c r n f	sjhwxcrnf
w r q h	wrqh
s n q k h v f d j	snqkhvfdj
k c t n l g q x p	kctnlgqxp
x l s z t k p d	xlsztkpd
g x z w q	gxzwq
q z j h v p	qzjhvp
f k r q p v b j s	fkrqpvbjs
q m t x p b n s	qmtxpbns
m v x j l s r	mvxjlsr
n c x k g v	ncxkgv
r k c w s p	rkcwsp
c m q g d	cmqgd
w m j b g v	wmjbgv
k j m v q d	kjmvqd
k p f g q v c d n	kpfgqvcdn
k j f w b x	kjfwbx
t p z r g l s k f	tpzrglskf
d s x	dsx
k v d x n m p	kvdxnmp
c l j t d	cljtd
z q j p n w d	zqjpnwd
d s g l	dsgl
t s g k z v n	tsgkzvn
v z b p g c	vzbpgc
b k f	bkf
w m z v g x q l d	wmzvgxqld
g f z n x c l p j	gfznxclpj
n b w	nbw
t j x k p m z c	tjxkpmzc
r n k c	rnkc
h w q l	hwql
g m q p w j	gmqpwj
z s n r d j c g	zsnrdjcg
h j f c w n	hjfcwn
t m n j	tmnj
w d x b	wdxb
j l s v q p	jlsvqp
w s g r j x q n d	wsgrjxqnd
p s l f x j	pslfxj
g k t x n	gktxn
n g k q c b d	ngkqcbd
r q l z c p m w	rqlzcpmw
b x l j s r d	bxljsrd
x b d h	xbdh
l b v d w k c r s	lbvdwkcrs
w d p l h g n	wdplhgn
r c g s h m j t f	rcgshmjtf
k h g r x q v d	khgrxqvd
n j x z c f l	njxzcfl
f m r h v	fmrhv
c n j	cnj
v c f	vcf
d n p b q v c x	dnpbqvcx
z l j t w b	zljtwb
p s r z l k m t f d	psrzlkmtfd
t p h d q w s	tphdqws
m w n p b z	mwnpbz
p c j w s m h k g l	pcjwsmhkgl
s r h w k d p n	srhwkdpn
r s k m w f	rskmwf
s d j c p k	sdjcpk
d q t c x s h l	dqtcxshl
x v b r k q f m j	xvbrkqfmj
m b n g p d l q r	mbngpdlqr
h x q g b	hxqgb
z l f	zlf
s m j x v n w c q k	smjxvnwcqk
w q f d	wqfd
t m b s	tmbs
g w z	gwz
z q v c w b	zqvcwb
t d p x b v q z r	tdpxbvqzr
j f n s v w	jfnsvw
m j d z v q	mjdzvq
n x r	nxr
f r h q p x	frhqpx
g r f b j n	grfbjn
w t p j s	wtpjs
j r z	jrz
r g m b	rgmb
t s q m c g	tsqmcg
g p b w	gpbw
r c p x z n h g q m f t	rcpxznhgqmft
b j l w c n z	bjlwcnz
f r h z q	frhzq
f n c z j p r v	fnczjprv
n l z p	nlzp
v d c l	vdcl
c l z d	clzd
x l n j g b p c	xlnjgbpc
c b q z s h d	cbqzshd
h r v w z m p l c x q g	hrvwzmplcxqg
l c g	lcg
l c k v x h	lckvxh
v w t m j	vwtmj
f v d	fvd
d r b z s l q x p	drbzslqxp
c m b g j d p f w n v l	cmbgjdpfwnvl
b l x f	blxf
w k c j p	wkcjp
w z v l p	wzvlp
t h z q m f v b	thzqmfvb
r t x	rtx
c m q z h p	cmqzhp
b g x h w t v s	bgxhwtvs
s b l x h	sblxh
k l n t x z	klntxz
z x l j k q g	zxljkqg
c f b r d s	cfbrds
p k g x c t	pkgxct
t g k c s	tgkcs
z c b l	zcbl
k j d c p f	kjdcpf
c h n j	chnj
l z j t h q d x	lzjthqdx
g s c f	gscf
s k z r n c l q	skzrnclq
x c b f s	xcbfs
z d x v q p f l n	zdxvqpfln
t m z v q	tmzvq
q m x d g b z w n h	qmxdgbzwnh
d f q c z g	dfqczg
d s q m f k t	dsqmfkt
r c t p s z g x m d k	rctpszgxmdk
k h v n	khvn
j t z l w	jtzlw
z s c x d q	zscxdq
c r k s f	crksf
m j w f t b h q c	mjwftbhqc
r p v z s	rpvzs
z j p q b f s m r n h k	zjpqbfsmrnhk
t l w n m c h q f b	tlwnmchqfb
b t p w n l g c	btpwnlgc
c s j f h m l p b	csjfhmlpb
z l x	zlx
v w p c x b k	vwpcxbk
p w h	pwh
g m w v k f c z	gmwvkfcz
f j g s v	fjgsv
v q s z b x l r h	vqszbxlrh
w v r f	wvrf
h n v w d b r p	hnvwdbrp
t l v j k s z b x r	tlvjkszbxr
f m g v t c w	fmgvtcw
w x t k z d l s p f v q	wxtkzdlspfvq
g v f s l	gvfsl
x r b	xrb
m v d	mvd
g h m j c z	ghmjcz
h c g n j w v r z m	hcgnjwvrzm
z b q k f	zbqkf
w q j v h x	wqjvhx
j f r w v q n d g h s	jfrwvqndghs
f s j n	fsjn
t p s d b v l k q h m	tpsdbvlkqhm
j f n z h	jfnzh
f b x l k	fbxlk
b d k v q f g	bdkvqfg
p m f c	pmfc
v l n s q p h z d	vlnsqphzd
j p r s	jprs
r q m l z t p	rqmlztp
k j l h z s	kjlhzs
h k q p d l	hkqpdl
w s d b j f n z	wsdbjfnz
b r h w c	brhwc
l r h k	lrhk
m v f d w x l	mvfdwxl
q x b l j w s d f r z	qxbljwsdfrz
b k s c m j n	bkscmjn
v c p n j s r z l	vcpnjsrzl
