input1	label
adults	a d u l t s
clips	c l i p s
savings	s a v i n g s
graphic	g r a p h i c
atom	a t o m
payments	p a y m e n t s
estimated	e s t i m a t e d
binding	b i n d i n g
brief	b r i e f
ended	e n d e d
winning	w i n n i n g
eight	e i g h t
anonymous	a n o n y m o u s
iron	i r o n
straight	s t r a i g h t
script	s c r i p t
served	s e r v e d
wants	w a n t s
miscellaneous	m i s c e l l a n e o u s
prepared	p r e p a r e d
void	v o i d
dining	d i n i n g
alert	a l e r t
integration	i n t e g r a t i o n
atlanta	a t l a n t a
dakota	d a k o t a
tag	t a g
interview	i n t e r v i e w
mix	m i x
framework	f r a m e w o r k
disk	d i s k
installed	i n s t a l l e d
queen	q u e e n
vhs	v h s
credits	c r e d i t s
clearly	c l e a r l y
fix	f i x
handle	h a n d l e
sweet	s w e e t
desk	d e s k
criteria	c r i t e r i a
pubmed	p u b m e d
dave	d a v e
massachusetts	m a s s a c h u s e t t s
diego	d i e g o
hong	h o n g
vice	v i c e
associate	a s s o c i a t e
truck	t r u c k
behavior	b e h a v i o r
enlarge	e n l a r g e
ray	r a y
frequently	f r e q u e n t l y
revenue	r e v e n u e
measure	m e a s u r e
changing	c h a n g i n g
votes	v o t e s
duty	d u t y
looked	l o o k e d
discussions	d i s c u s s i o n s
bear	b e a r
gain	g a i n
festival	f e s t i v a l
laboratory	l a b o r a t o r y
ocean	o c e a n
flights	f l i g h t s
experts	e x p e r t s
signs	s i g n s
lack	l a c k
depth	d e p t h
iowa	i o w a
whatever	w h a t e v e r
logged	l o g g e d
laptop	l a p t o p
vintage	v i n t a g e
train	t r a i n
exactly	e x a c t l y
dry	d r y
explore	e x p l o r e
maryland	m a r y l a n d
spa	s p a
concept	c o n c e p t
nearly	n e a r l y
eligible	e l i g i b l e
checkout	c h e c k o u t
reality	r e a l i t y
forgot	f o r g o t
handling	h a n d l i n g
origin	o r i g i n
knew	k n e w
gaming	g a m i n g
feeds	f e e d s
billion	b i l l i o n
destination	d e s t i n a t i o n
scotland	s c o t l a n d
faster	f a s t e r
intelligence	i n t e l l i g e n c e
dallas	d a l l a s
bought	b o u g h t
con	c o n
ups	u p s
nations	n a t i o n s
route	r o u t e
followed	f o l l o w e d
specifications	s p e c i f i c a t i o n s
broken	b r o k e n
tripadvisor	t r i p a d v i s o r
frank	f r a n k
alaska	a l a s k a
zoom	z o o m
blow	b l o w
battle	b a t t l e
residential	r e s i d e n t i a l
anime	a n i m e
speak	s p e a k
decisions	d e c i s i o n s
industries	i n d u s t r i e s
protocol	p r o t o c o l
query	q u e r y
clip	c l i p
partnership	p a r t n e r s h i p
editorial	e d i t o r i a l
expression	e x p r e s s i o n
equity	e q u i t y
provisions	p r o v i s i o n s
speech	s p e e c h
wire	w i r e
principles	p r i n c i p l e s
suggestions	s u g g e s t i o n s
rural	r u r a l
shared	s h a r e d
sounds	s o u n d s
replacement	r e p l a c e m e n t
tape	t a p e
strategic	s t r a t e g i c
judge	j u d g e
spam	s p a m
economics	e c o n o m i c s
acid	a c i d
bytes	b y t e s
cent	c e n t
forced	f o r c e d
compatible	c o m p a t i b l e
fight	f i g h t
apartment	a p a r t m e n t
height	h e i g h t
null	n u l l
zero	z e r o
speaker	s p e a k e r
filed	f i l e d
netherlands	n e t h e r l a n d s
obtain	o b t a i n
consulting	c o n s u l t i n g
recreation	r e c r e a t i o n
offices	o f f i c e s
designer	d e s i g n e r
remain	r e m a i n
managed	m a n a g e d
failed	f a i l e d
marriage	m a r r i a g e
roll	r o l l
korea	k o r e a
banks	b a n k s
participants	p a r t i c i p a n t s
secret	s e c r e t
bath	b a t h
kelly	k e l l y
leads	l e a d s
negative	n e g a t i v e
austin	a u s t i n
favorites	f a v o r i t e s
toronto	t o r o n t o
theater	t h e a t e r
springs	s p r i n g s
missouri	m i s s o u r i
andrew	a n d r e w
var	v a r
perform	p e r f o r m
healthy	h e a l t h y
translation	t r a n s l a t i o n
estimates	e s t i m a t e s
font	f o n t
assets	a s s e t s
injury	i n j u r y
joseph	j o s e p h
ministry	m i n i s t r y
drivers	d r i v e r s
lawyer	l a w y e r
figures	f i g u r e s
married	m a r r i e d
protected	p r o t e c t e d
proposal	p r o p o s a l
sharing	s h a r i n g
philadelphia	p h i l a d e l p h i a
portal	p o r t a l
waiting	w a i t i n g
birthday	b i r t h d a y
beta	b e t a
fail	f a i l
gratis	g r a t i s
banking	b a n k i n g
officials	o f f i c i a l s
brian	b r i a n
toward	t o w a r d
won	w o n
slightly	s l i g h t l y
assist	a s s i s t
conduct	c o n d u c t
contained	c o n t a i n e d
lingerie	l i n g e r i e
shemale	s h e m a l e
legislation	l e g i s l a t i o n
calling	c a l l i n g
parameters	p a r a m e t e r s
jazz	j a z z
serving	s e r v i n g
bags	b a g s
profiles	p r o f i l e s
miami	m i a m i
comics	c o m i c s
matters	m a t t e r s
houses	h o u s e s
doc	d o c
postal	p o s t a l
relationships	r e l a t i o n s h i p s
tennessee	t e n n e s s e e
wear	w e a r
controls	c o n t r o l s
breaking	b r e a k i n g
combined	c o m b i n e d
ultimate	u l t i m a t e
wales	w a l e s
representative	r e p r e s e n t a t i v e
frequency	f r e q u e n c y
introduced	i n t r o d u c e d
minor	m i n o r
finish	f i n i s h
departments	d e p a r t m e n t s
residents	r e s i d e n t s
noted	n o t e d
displayed	d i s p l a y e d
mom	m o m
reduced	r e d u c e d
physics	p h y s i c s
rare	r a r e
spent	s p e n t
performed	p e r f o r m e d
extreme	e x t r e m e
samples	s a m p l e s
davis	d a v i s
daniel	d a n i e l
bars	b a r s
reviewed	r e v i e w e d
row	r o w
forecast	f o r e c a s t
removed	r e m o v e d
helps	h e l p s
singles	s i n g l e s
administrator	a d m i n i s t r a t o r
cycle	c y c l e
amounts	a m o u n t s
contain	c o n t a i n
accuracy	a c c u r a c y
dual	d u a l
rise	r i s e
usd	u s d
sleep	s l e e p
bird	b i r d
pharmacy	p h a r m a c y
brazil	b r a z i l
creation	c r e a t i o n
static	s t a t i c
scene	s c e n e
hunter	h u n t e r
addresses	a d d r e s s e s
lady	l a d y
crystal	c r y s t a l
famous	f a m o u s
writer	w r i t e r
chairman	c h a i r m a n
violence	v i o l e n c e
fans	f a n s
oklahoma	o k l a h o m a
speakers	s p e a k e r s
drink	d r i n k
academy	a c a d e m y
dynamic	d y n a m i c
gender	g e n d e r
eat	e a t
permanent	p e r m a n e n t
agriculture	a g r i c u l t u r e
dell	d e l l
cleaning	c l e a n i n g
constitutes	c o n s t i t u t e s
portfolio	p o r t f o l i o
practical	p r a c t i c a l
delivered	d e l i v e r e d
collectibles	c o l l e c t i b l e s
infrastructure	i n f r a s t r u c t u r e
exclusive	e x c l u s i v e
seat	s e a t
concerns	c o n c e r n s
colour	c o l o u r
vendor	v e n d o r
originally	o r i g i n a l l y
intel	i n t e l
utilities	u t i l i t i e s
philosophy	p h i l o s o p h y
regulation	r e g u l a t i o n
officers	o f f i c e r s
reduction	r e d u c t i o n
aim	a i m
bids	b i d s
referred	r e f e r r e d
supports	s u p p o r t s
nutrition	n u t r i t i o n
recording	r e c o r d i n g
regions	r e g i o n s
junior	j u n i o r
toll	t o l l
les	l e s
cape	c a p e
ann	a n n
rings	r i n g s
meaning	m e a n i n g
tip	t i p
secondary	s e c o n d a r y
wonderful	w o n d e r f u l
mine	m i n e
ladies	l a d i e s
henry	h e n r y
ticket	t i c k e t
announced	a n n o u n c e d
guess	g u e s s
agreed	a g r e e d
prevention	p r e v e n t i o n
whom	w h o m
ski	s k i
soccer	s o c c e r
math	m a t h
import	i m p o r t
posting	p o s t i n g
presence	p r e s e n c e
instant	i n s t a n t
mentioned	m e n t i o n e d
automatic	a u t o m a t i c
healthcare	h e a l t h c a r e
viewing	v i e w i n g
maintained	m a i n t a i n e d
increasing	i n c r e a s i n g
majority	m a j o r i t y
connected	c o n n e c t e d
christ	c h r i s t
dan	d a n
dogs	d o g s
directors	d i r e c t o r s
aspects	a s p e c t s
austria	a u s t r i a
ahead	a h e a d
moon	m o o n
participation	p a r t i c i p a t i o n
scheme	s c h e m e
utility	u t i l i t y
preview	p r e v i e w
fly	f l y
manner	m a n n e r
matrix	m a t r i x
containing	c o n t a i n i n g
combination	c o m b i n a t i o n
devel	d e v e l
amendment	a m e n d m e n t
despite	d e s p i t e
strength	s t r e n g t h
guaranteed	g u a r a n t e e d
turkey	t u r k e y
libraries	l i b r a r i e s
proper	p r o p e r
distributed	d i s t r i b u t e d
degrees	d e g r e e s
singapore	s i n g a p o r e
enterprises	e n t e r p r i s e s
delta	d e l t a
fear	f e a r
seeking	s e e k i n g
inches	i n c h e s
phoenix	p h o e n i x
convention	c o n v e n t i o n
shares	s h a r e s
principal	p r i n c i p a l
daughter	d a u g h t e r
standing	s t a n d i n g
voyeur	v o y e u r
comfort	c o m f o r t
colors	c o l o r s
wars	w a r s
cisco	c i s c o
ordering	o r d e r i n g
kept	k e p t
alpha	a l p h a
appeal	a p p e a l
cruise	c r u i s e
bonus	b o n u s
certification	c e r t i f i c a t i o n
previously	p r e v i o u s l y
hey	h e y
bookmark	b o o k m a r k
buildings	b u i l d i n g s
specials	s p e c i a l s
beat	b e a t
disney	d i s n e y
household	h o u s e h o l d
batteries	b a t t e r i e s
adobe	a d o b e
smoking	s m o k i n g
bbc	b b c
becomes	b e c o m e s
drives	d r i v e s
arms	a r m s
alabama	a l a b a m a
tea	t e a
improved	i m p r o v e d
trees	t r e e s
avg	a v g
achieve	a c h i e v e
positions	p o s i t i o n s
dress	d r e s s
subscription	s u b s c r i p t i o n
dealer	d e a l e r
contemporary	c o n t e m p o r a r y
sky	s k y
utah	u t a h
nearby	n e a r b y
rom	r o m
carried	c a r r i e d
happen	h a p p e n
exposure	e x p o s u r e
panasonic	p a n a s o n i c
hide	h i d e
permalink	p e r m a l i n k
signature	s i g n a t u r e
gambling	g a m b l i n g
refer	r e f e r
miller	m i l l e r
provision	p r o v i s i o n
outdoors	o u t d o o r s
clothes	c l o t h e s
caused	c a u s e d
luxury	l u x u r y
babes	b a b e s
frames	f r a m e s
viagra	v i a g r a
certainly	c e r t a i n l y
indeed	i n d e e d
newspaper	n e w s p a p e r
toy	t o y
circuit	c i r c u i t
layer	l a y e r
printed	p r i n t e d
slow	s l o w
removal	r e m o v a l
easier	e a s i e r
src	s r c
liability	l i a b i l i t y
trademark	t r a d e m a r k
hip	h i p
printers	p r i n t e r s
faqs	f a q s
nine	n i n e
adding	a d d i n g
kentucky	k e n t u c k y
mostly	m o s t l y
eric	e r i c
spot	s p o t
taylor	t a y l o r
trackback	t r a c k b a c k
prints	p r i n t s
spend	s p e n d
factory	f a c t o r y
interior	i n t e r i o r
revised	r e v i s e d
grow	g r o w
americans	a m e r i c a n s
optical	o p t i c a l
promotion	p r o m o t i o n
relative	r e l a t i v e
amazing	a m a z i n g
clock	c l o c k
dot	d o t
hiv	h i v
identity	i d e n t i t y
suites	s u i t e s
conversion	c o n v e r s i o n
feeling	f e e l i n g
hidden	h i d d e n
reasonable	r e a s o n a b l e
victoria	v i c t o r i a
serial	s e r i a l
relief	r e l i e f
revision	r e v i s i o n
broadband	b r o a d b a n d
influence	i n f l u e n c e
ratio	r a t i o
pda	p d a
importance	i m p o r t a n c e
rain	r a i n
onto	o n t o
dsl	d s l
planet	p l a n e t
webmaster	w e b m a s t e r
copies	c o p i e s
recipe	r e c i p e
zum	z u m
permit	p e r m i t
seeing	s e e i n g
proof	p r o o f
dna	d n a
diff	d i f f
tennis	t e n n i s
bass	b a s s
prescription	p r e s c r i p t i o n
bedroom	b e d r o o m
empty	e m p t y
instance	i n s t a n c e
hole	h o l e
pets	p e t s
ride	r i d e
licensed	l i c e n s e d
orlando	o r l a n d o
specifically	s p e c i f i c a l l y
tim	t i m
bureau	b u r e a u
maine	m a i n e
sql	s q l
represent	r e p r e s e n t
conservation	c o n s e r v a t i o n
pair	p a i r
ideal	i d e a l
specs	s p e c s
recorded	r e c o r d e d
don	d o n
pieces	p i e c e s
finished	f i n i s h e d
parks	p a r k s
dinner	d i n n e r
lawyers	l a w y e r s
sydney	s y d n e y
stress	s t r e s s
cream	c r e a m
runs	r u n s
trends	t r e n d s
yeah	y e a h
discover	d i s c o v e r
sexo	s e x o
patterns	p a t t e r n s
boxes	b o x e s
louisiana	l o u i s i a n a
hills	h i l l s
javascript	j a v a s c r i p t
fourth	f o u r t h
advisor	a d v i s o r
marketplace	m a r k e t p l a c e
evil	e v i l
aware	a w a r e
wilson	w i l s o n
shape	s h a p e
evolution	e v o l u t i o n
irish	i r i s h
certificates	c e r t i f i c a t e s
objectives	o b j e c t i v e s
stations	s t a t i o n s
suggested	s u g g e s t e d
gps	g p s
remains	r e m a i n s
acc	a c c
greatest	g r e a t e s t
firms	f i r m s
concerned	c o n c e r n e d
euro	e u r o
operator	o p e r a t o r
structures	s t r u c t u r e s
generic	g e n e r i c
encyclopedia	e n c y c l o p e d i a
usage	u s a g e
cap	c a p
ink	i n k
charts	c h a r t s
continuing	c o n t i n u i n g
mixed	m i x e d
census	c e n s u s
interracial	i n t e r r a c i a l
peak	p e a k
competitive	c o m p e t i t i v e
exist	e x i s t
wheel	w h e e l
transit	t r a n s i t
dick	d i c k
suppliers	s u p p l i e r s
salt	s a l t
compact	c o m p a c t
poetry	p o e t r y
lights	l i g h t s
tracking	t r a c k i n g
angel	a n g e l
bell	b e l l
keeping	k e e p i n g
preparation	p r e p a r a t i o n
attempt	a t t e m p t
receiving	r e c e i v i n g
matches	m a t c h e s
accordance	a c c o r d a n c e
width	w i d t h
noise	n o i s e
engines	e n g i n e s
forget	f o r g e t
array	a r r a y
discussed	d i s c u s s e d
accurate	a c c u r a t e
stephen	s t e p h e n
elizabeth	e l i z a b e t h
climate	c l i m a t e
reservations	r e s e r v a t i o n s
pin	p i n
playstation	p l a y s t a t i o n
alcohol	a l c o h o l
greek	g r e e k
instruction	i n s t r u c t i o n
managing	m a n a g i n g
annotation	a n n o t a t i o n
sister	s i s t e r
raw	r a w
differences	d i f f e r e n c e s
walking	w a l k i n g
explain	e x p l a i n
smaller	s m a l l e r
newest	n e w e s t
establish	e s t a b l i s h
gnu	g n u
happened	h a p p e n e d
expressed	e x p r e s s e d
jeff	j e f f
extent	e x t e n t
sharp	s h a r p
lesbians	l e s b i a n s
ben	b e n
lane	l a n e
paragraph	p a r a g r a p h
kill	k i l l
mathematics	m a t h e m a t i c s
aol	a o l
compensation	c o m p e n s a t i o n
export	e x p o r t
managers	m a n a g e r s
aircraft	a i r c r a f t
modules	m o d u l e s
sweden	s w e d e n
conflict	c o n f l i c t
conducted	c o n d u c t e d
versions	v e r s i o n s
employer	e m p l o y e r
occur	o c c u r
percentage	p e r c e n t a g e
knows	k n o w s
mississippi	m i s s i s s i p p i
describe	d e s c r i b e
concern	c o n c e r n
backup	b a c k u p
requested	r e q u e s t e d
citizens	c i t i z e n s
connecticut	c o n n e c t i c u t
heritage	h e r i t a g e
personals	p e r s o n a l s
immediate	i m m e d i a t e
holding	h o l d i n g
trouble	t r o u b l e
spread	s p r e a d
coach	c o a c h
kevin	k e v i n
agricultural	a g r i c u l t u r a l
expand	e x p a n d
supporting	s u p p o r t i n g
audience	a u d i e n c e
assigned	a s s i g n e d
jordan	j o r d a n
collections	c o l l e c t i o n s
ages	a g e s
participate	p a r t i c i p a t e
plug	p l u g
specialist	s p e c i a l i s t
cook	c o o k
affect	a f f e c t
virgin	v i r g i n
experienced	e x p e r i e n c e d
investigation	i n v e s t i g a t i o n
raised	r a i s e d
hat	h a t
institution	i n s t i t u t i o n
directed	d i r e c t e d
dealers	d e a l e r s
searching	s e a r c h i n g
sporting	s p o r t i n g
helping	h e l p i n g
perl	p e r l
affected	a f f e c t e d
lib	l i b
bike	b i k e
totally	t o t a l l y
plate	p l a t e
expenses	e x p e n s e s
indicate	i n d i c a t e
blonde	b l o n d e
proceedings	p r o c e e d i n g s
favourite	f a v o u r i t e
transmission	t r a n s m i s s i o n
anderson	a n d e r s o n
utc	u t c
characteristics	c h a r a c t e r i s t i c s
der	d e r
lose	l o s e
organic	o r g a n i c
seek	s e e k
experiences	e x p e r i e n c e s
albums	a l b u m s
cheats	c h e a t s
extremely	e x t r e m e l y
verzeichnis	v e r z e i c h n i s
contracts	c o n t r a c t s
guests	g u e s t s
hosted	h o s t e d
diseases	d i s e a s e s
concerning	c o n c e r n i n g
developers	d e v e l o p e r s
equivalent	e q u i v a l e n t
chemistry	c h e m i s t r y
tony	t o n y
neighborhood	n e i g h b o r h o o d
nevada	n e v a d a
kits	k i t s
thailand	t h a i l a n d
variables	v a r i a b l e s
agenda	a g e n d a
anyway	a n y w a y
continues	c o n t i n u e s
tracks	t r a c k s
advisory	a d v i s o r y
cam	c a m
curriculum	c u r r i c u l u m
logic	l o g i c
template	t e m p l a t e
prince	p r i n c e
circle	c i r c l e
soil	s o i l
grants	g r a n t s
anywhere	a n y w h e r e
psychology	p s y c h o l o g y
responses	r e s p o n s e s
atlantic	a t l a n t i c
wet	w e t
circumstances	c i r c u m s t a n c e s
edward	e d w a r d
investor	i n v e s t o r
identification	i d e n t i f i c a t i o n
ram	r a m
leaving	l e a v i n g
wildlife	w i l d l i f e
appliances	a p p l i a n c e s
matt	m a t t
elementary	e l e m e n t a r y
cooking	c o o k i n g
speaking	s p e a k i n g
sponsors	s p o n s o r s
fox	f o x
unlimited	u n l i m i t e d
respond	r e s p o n d
sizes	s i z e s
plain	p l a i n
exit	e x i t
entered	e n t e r e d
iran	i r a n
arm	a r m
keys	k e y s
launch	l a u n c h
wave	w a v e
checking	c h e c k i n g
costa	c o s t a
belgium	b e l g i u m
printable	p r i n t a b l e
holy	h o l y
acts	a c t s
guidance	g u i d a n c e
mesh	m e s h
trail	t r a i l
enforcement	e n f o r c e m e n t
symbol	s y m b o l
crafts	c r a f t s
highway	h i g h w a y
buddy	b u d d y
hardcover	h a r d c o v e r
observed	o b s e r v e d
dean	d e a n
setup	s e t u p
poll	p o l l
booking	b o o k i n g
glossary	g l o s s a r y
fiscal	f i s c a l
celebrity	c e l e b r i t y
styles	s t y l e s
denver	d e n v e r
unix	u n i x
filled	f i l l e d
bond	b o n d
channels	c h a n n e l s
ericsson	e r i c s s o n
appendix	a p p e n d i x
notify	n o t i f y
blues	b l u e s
chocolate	c h o c o l a t e
pub	p u b
portion	p o r t i o n
scope	s c o p e
hampshire	h a m p s h i r e
supplier	s u p p l i e r
cables	c a b l e s
cotton	c o t t o n
bluetooth	b l u e t o o t h
controlled	c o n t r o l l e d
requirement	r e q u i r e m e n t
authorities	a u t h o r i t i e s
biology	b i o l o g y
dental	d e n t a l
killed	k i l l e d
border	b o r d e r
ancient	a n c i e n t
debate	d e b a t e
representatives	r e p r e s e n t a t i v e s
starts	s t a r t s
pregnancy	p r e g n a n c y
causes	c a u s e s
arkansas	a r k a n s a s
biography	b i o g r a p h y
leisure	l e i s u r e
attractions	a t t r a c t i o n s
learned	l e a r n e d
transactions	t r a n s a c t i o n s
notebook	n o t e b o o k
explorer	e x p l o r e r
historic	h i s t o r i c
attached	a t t a c h e d
opened	o p e n e d
husband	h u s b a n d
disabled	d i s a b l e d
