input1	label
a d u l t s	adults
c l i p s	clips
s a v i n g s	savings
g r a p h i c	graphic
a t o m	atom
p a y m e n t s	payments
e s t i m a t e d	estimated
b i n d i n g	binding
b r i e f	brief
e n d e d	ended
w i n n i n g	winning
e i g h t	eight
a n o n y m o u s	anonymous
i r o n	iron
s t r a i g h t	straight
s c r i p t	script
s e r v e d	served
w a n t s	wants
m i s c e l l a n e o u s	miscellaneous
p r e p a r e d	prepared
v o i d	void
d i n i n g	dining
a l e r t	alert
i n t e g r a t i o n	integration
a t l a n t a	atlanta
d a k o t a	dakota
t a g	tag
i n t e r v i e w	interview
m i x	mix
f r a m e w o r k	framework
d i s k	disk
i n s t a l l e d	installed
q u e e n	queen
v h s	vhs
c r e d i t s	credits
c l e a r l y	clearly
f i x	fix
h a n d l e	handle
s w e e t	sweet
d e s k	desk
c r i t e r i a	criteria
p u b m e d	pubmed
d a v e	dave
m a s s a c h u s e t t s	massachusetts
d i e g o	diego
h o n g	hong
v i c e	vice
a s s o c i a t e	associate
t r u c k	truck
b e h a v i o r	behavior
e n l a r g e	enlarge
r a y	ray
f r e q u e n t l y	frequently
r e v e n u e	revenue
m e a s u r e	measure
c h a n g i n g	changing
v o t e s	votes
d u t y	duty
l o o k e d	looked
d i s c u s s i o n s	discussions
b e a r	bear
g a i n	gain
f e s t i v a l	festival
l a b o r a t o r y	laboratory
o c e a n	ocean
f l i g h t s	flights
e x p e r t s	experts
s i g n s	signs
l a c k	lack
d e p t h	depth
i o w a	iowa
w h a t e v e r	whatever
l o g g e d	logged
l a p t o p	laptop
v i n t a g e	vintage
t r a i n	train
e x a c t l y	exactly
d r y	dry
e x p l o r e	explore
m a r y l a n d	maryland
s p a	spa
c o n c e p t	concept
n e a r l y	nearly
e l i g i b l e	eligible
c h e c k o u t	checkout
r e a l i t y	reality
f o r g o t	forgot
h a n d l i n g	handling
o r i g i n	origin
k n e w	knew
g a m i n g	gaming
f e e d s	feeds
b i l l i o n	billion
d e s t i n a t i o n	destination
s c o t l a n d	scotland
f a s t e r	faster
i n t e l l i g e n c e	intelligence
d a l l a s	dallas
b o u g h t	bought
c o n	con
u p s	ups
n a t i o n s	nations
r o u t e	route
f o l l o w e d	followed
s p e c i f i c a t i o n s	specifications
b r o k e n	broken
t r i p a d v i s o r	tripadvisor
f r a n k	frank
a l a s k a	alaska
z o o m	zoom
b l o w	blow
b a t t l e	battle
r e s i d e n t i a l	residential
a n i m e	anime
s p e a k	speak
d e c i s i o n s	decisions
i n d u s t r i e s	industries
p r o t o c o l	protocol
q u e r y	query
c l i p	clip
p a r t n e r s h i p	partnership
e d i t o r i a l	editorial
e x p r e s s i o n	expression
e q u i t y	equity
p r o v i s i o n s	provisions
s p e e c h	speech
w i r e	wire
p r i n c i p l e s	principles
s u g g e s t i o n s	suggestions
r u r a l	rural
s h a r e d	shared
s o u n d s	sounds
r e p l a c e m e n t	replacement
t a p e	tape
s t r a t e g i c	strategic
j u d g e	judge
s p a m	spam
e c o n o m i c s	economics
a c i d	acid
b y t e s	bytes
c e n t	cent
f o r c e d	forced
c o m p a t i b l e	compatible
f i g h t	fight
a p a r t m e n t	apartment
h e i g h t	height
n u l l	null
z e r o	zero
s p e a k e r	speaker
f i l e d	filed
n e t h e r l a n d s	netherlands
o b t a i n	obtain
c o n s u l t i n g	consulting
r e c r e a t i o n	recreation
o f f i c e s	offices
d e s i g n e r	designer
r e m a i n	remain
m a n a g e d	managed
f a i l e d	failed
m a r r i a g e	marriage
r o l l	roll
k o r e a	korea
b a n k s	banks
p a r t i c i p a n t s	participants
s e c r e t	secret
b a t h	bath
k e l l y	kelly
l e a d s	leads
n e g a t i v e	negative
a u s t i n	austin
f a v o r i t e s	favorites
t o r o n t o	toronto
t h e a t e r	theater
s p r i n g s	springs
m i s s o u r i	missouri
a n d r e w	andrew
v a r	var
p e r f o r m	perform
h e a l t h y	healthy
t r a n s l a t i o n	translation
e s t i m a t e s	estimates
f o n t	font
a s s e t s	assets
i n j u r y	injury
j o s e p h	joseph
m i n i s t r y	ministry
d r i v e r s	drivers
l a w y e r	lawyer
f i g u r e s	figures
m a r r i e d	married
p r o t e c t e d	protected
p r o p o s a l	proposal
s h a r i n g	sharing
p h i l a d e l p h i a	philadelphia
p o r t a l	portal
w a i t i n g	waiting
b i r t h d a y	birthday
b e t a	beta
f a i l	fail
g r a t i s	gratis
b a n k i n g	banking
o f f i c i a l s	officials
b r i a n	brian
t o w a r d	toward
w o n	won
s l i g h t l y	slightly
a s s i s t	assist
c o n d u c t	conduct
c o n t a i n e d	contained
l i n g e r i e	lingerie
s h e m a l e	shemale
l e g i s l a t i o n	legislation
c a l l i n g	calling
p a r a m e t e r s	parameters
j a z z	jazz
s e r v i n g	serving
b a g s	bags
p r o f i l e s	profiles
m i a m i	miami
c o m i c s	comics
m a t t e r s	matters
h o u s e s	houses
d o c	doc
p o s t a l	postal
r e l a t i o n s h i p s	relationships
t e n n e s s e e	tennessee
w e a r	wear
c o n t r o l s	controls
b r e a k i n g	breaking
c o m b i n e d	combined
u l t i m a t e	ultimate
w a l e s	wales
r e p r e s e n t a t i v e	representative
f r e q u e n c y	frequency
i n t r o d u c e d	introduced
m i n o r	minor
f i n i s h	finish
d e p a r t m e n t s	departments
r e s i d e n t s	residents
n o t e d	noted
d i s p l a y e d	displayed
m o m	mom
r e d u c e d	reduced
p h y s i c s	physics
r a r e	rare
s p e n t	spent
p e r f o r m e d	performed
e x t r e m e	extreme
s a m p l e s	samples
d a v i s	davis
d a n i e l	daniel
b a r s	bars
r e v i e w e d	reviewed
r o w	row
f o r e c a s t	forecast
r e m o v e d	removed
h e l p s	helps
s i n g l e s	singles
a d m i n i s t r a t o r	administrator
c y c l e	cycle
a m o u n t s	amounts
c o n t a i n	contain
a c c u r a c y	accuracy
d u a l	dual
r i s e	rise
u s d	usd
s l e e p	sleep
b i r d	bird
p h a r m a c y	pharmacy
b r a z i l	brazil
c r e a t i o n	creation
s t a t i c	static
s c e n e	scene
h u n t e r	hunter
a d d r e s s e s	addresses
l a d y	lady
c r y s t a l	crystal
f a m o u s	famous
w r i t e r	writer
c h a i r m a n	chairman
v i o l e n c e	violence
f a n s	fans
o k l a h o m a	oklahoma
s p e a k e r s	speakers
d r i n k	drink
a c a d e m y	academy
d y n a m i c	dynamic
g e n d e r	gender
e a t	eat
p e r m a n e n t	permanent
a g r i c u l t u r e	agriculture
d e l l	dell
c l e a n i n g	cleaning
c o n s t i t u t e s	constitutes
p o r t f o l i o	portfolio
p r a c t i c a l	practical
d e l i v e r e d	delivered
c o l l e c t i b l e s	collectibles
i n f r a s t r u c t u r e	infrastructure
e x c l u s i v e	exclusive
s e a t	seat
c o n c e r n s	concerns
c o l o u r	colour
v e n d o r	vendor
o r i g i n a l l y	originally
i n t e l	intel
u t i l i t i e s	utilities
p h i l o s o p h y	philosophy
r e g u l a t i o n	regulation
o f f i c e r s	officers
r e d u c t i o n	reduction
a i m	aim
b i d s	bids
r e f e r r e d	referred
s u p p o r t s	supports
n u t r i t i o n	nutrition
r e c o r d i n g	recording
r e g i o n s	regions
j u n i o r	junior
t o l l	toll
l e s	les
c a p e	cape
a n n	ann
r i n g s	rings
m e a n i n g	meaning
t i p	tip
s e c o n d a r y	secondary
w o n d e r f u l	wonderful
m i n e	mine
l a d i e s	ladies
h e n r y	henry
t i c k e t	ticket
a n n o u n c e d	announced
g u e s s	guess
a g r e e d	agreed
p r e v e n t i o n	prevention
w h o m	whom
s k i	ski
s o c c e r	soccer
m a t h	math
i m p o r t	import
p o s t i n g	posting
p r e s e n c e	presence
i n s t a n t	instant
m e n t i o n e d	mentioned
a u t o m a t i c	automatic
h e a l t h c a r e	healthcare
v i e w i n g	viewing
m a i n t a i n e d	maintained
i n c r e a s i n g	increasing
m a j o r i t y	majority
c o n n e c t e d	connected
c h r i s t	christ
d a n	dan
d o g s	dogs
d i r e c t o r s	directors
a s p e c t s	aspects
a u s t r i a	austria
a h e a d	ahead
m o o n	moon
p a r t i c i p a t i o n	participation
s c h e m e	scheme
u t i l i t y	utility
p r e v i e w	preview
f l y	fly
m a n n e r	manner
m a t r i x	matrix
c o n t a i n i n g	containing
c o m b i n a t i o n	combination
d e v e l	devel
a m e n d m e n t	amendment
d e s p i t e	despite
s t r e n g t h	strength
g u a r a n t e e d	guaranteed
t u r k e y	turkey
l i b r a r i e s	libraries
p r o p e r	proper
d i s t r i b u t e d	distributed
d e g r e e s	degrees
s i n g a p o r e	singapore
e n t e r p r i s e s	enterprises
d e l t a	delta
f e a r	fear
s e e k i n g	seeking
i n c h e s	inches
p h o e n i x	phoenix
c o n v e n t i o n	convention
s h a r e s	shares
p r i n c i p a l	principal
d a u g h t e r	daughter
s t a n d i n g	standing
v o y e u r	voyeur
c o m f o r t	comfort
c o l o r s	colors
w a r s	wars
c i s c o	cisco
o r d e r i n g	ordering
k e p t	kept
a l p h a	alpha
a p p e a l	appeal
c r u i s e	cruise
b o n u s	bonus
c e r t i f i c a t i o n	certification
p r e v i o u s l y	previously
h e y	hey
b o o k m a r k	bookmark
b u i l d i n g s	buildings
s p e c i a l s	specials
b e a t	beat
d i s n e y	disney
h o u s e h o l d	household
b a t t e r i e s	batteries
a d o b e	adobe
s m o k i n g	smoking
b b c	bbc
b e c o m e s	becomes
d r i v e s	drives
a r m s	arms
a l a b a m a	alabama
t e a	tea
i m p r o v e d	improved
t r e e s	trees
a v g	avg
a c h i e v e	achieve
p o s i t i o n s	positions
d r e s s	dress
s u b s c r i p t i o n	subscription
d e a l e r	dealer
c o n t e m p o r a r y	contemporary
s k y	sky
u t a h	utah
n e a r b y	nearby
r o m	rom
c a r r i e d	carried
h a p p e n	happen
e x p o s u r e	exposure
p a n a s o n i c	panasonic
h i d e	hide
p e r m a l i n k	permalink
s i g n a t u r e	signature
g a m b l i n g	gambling
r e f e r	refer
m i l l e r	miller
p r o v i s i o n	provision
o u t d o o r s	outdoors
c l o t h e s	clothes
c a u s e d	caused
l u x u r y	luxury
b a b e s	babes
f r a m e s	frames
v i a g r a	viagra
c e r t a i n l y	certainly
i n d e e d	indeed
n e w s p a p e r	newspaper
t o y	toy
c i r c u i t	circuit
l a y e r	layer
p r i n t e d	printed
s l o w	slow
r e m o v a l	removal
e a s i e r	easier
s r c	src
l i a b i l i t y	liability
t r a d e m a r k	trademark
h i p	hip
p r i n t e r s	printers
f a q s	faqs
n i n e	nine
a d d i n g	adding
k e n t u c k y	kentucky
m o s t l y	mostly
e r i c	eric
s p o t	spot
t a y l o r	taylor
t r a c k b a c k	trackback
p r i n t s	prints
s p e n d	spend
f a c t o r y	factory
i n t e r i o r	interior
r e v i s e d	revised
g r o w	grow
a m e r i c a n s	americans
o p t i c a l	optical
p r o m o t i o n	promotion
r e l a t i v e	relative
a m a z i n g	amazing
c l o c k	clock
d o t	dot
h i v	hiv
i d e n t i t y	identity
s u i t e s	suites
c o n v e r s i o n	conversion
f e e l i n g	feeling
h i d d e n	hidden
r e a s o n a b l e	reasonable
v i c t o r i a	victoria
s e r i a l	serial
r e l i e f	relief
r e v i s i o n	revision
b r o a d b a n d	broadband
i n f l u e n c e	influence
r a t i o	ratio
p d a	pda
i m p o r t a n c e	importance
r a i n	rain
o n t o	onto
d s l	dsl
p l a n e t	planet
w e b m a s t e r	webmaster
c o p i e s	copies
r e c i p e	recipe
z u m	zum
p e r m i t	permit
s e e i n g	seeing
p r o o f	proof
d n a	dna
d i f f	diff
t e n n i s	tennis
b a s s	bass
p r e s c r i p t i o n	prescription
b e d r o o m	bedroom
e m p t y	empty
i n s t a n c e	instance
h o l e	hole
p e t s	pets
r i d e	ride
l i c e n s e d	licensed
o r l a n d o	orlando
s p e c i f i c a l l y	specifically
t i m	tim
b u r e a u	bureau
m a i n e	maine
s q l	sql
r e p r e s e n t	represent
c o n s e r v a t i o n	conservation
p a i r	pair
i d e a l	ideal
s p e c s	specs
r e c o r d e d	recorded
d o n	don
p i e c e s	pieces
f i n i s h e d	finished
p a r k s	parks
d i n n e r	dinner
l a w y e r s	lawyers
s y d n e y	sydney
s t r e s s	stress
c r e a m	cream
r u n s	runs
t r e n d s	trends
y e a h	yeah
d i s c o v e r	discover
s e x o	sexo
p a t t e r n s	patterns
b o x e s	boxes
l o u i s i a n a	louisiana
h i l l s	hills
j a v a s c r i p t	javascript
f o u r t h	fourth
a d v i s o r	advisor
m a r k e t p l a c e	marketplace
e v i l	evil
a w a r e	aware
w i l s o n	wilson
s h a p e	shape
e v o l u t i o n	evolution
i r i s h	irish
c e r t i f i c a t e s	certificates
o b j e c t i v e s	objectives
s t a t i o n s	stations
s u g g e s t e d	suggested
g p s	gps
r e m a i n s	remains
a c c	acc
g r e a t e s t	greatest
f i r m s	firms
c o n c e r n e d	concerned
e u r o	euro
o p e r a t o r	operator
s t r u c t u r e s	structures
g e n e r i c	generic
e n c y c l o p e d i a	encyclopedia
u s a g e	usage
c a p	cap
i n k	ink
c h a r t s	charts
c o n t i n u i n g	continuing
m i x e d	mixed
c e n s u s	census
i n t e r r a c i a l	interracial
p e a k	peak
c o m p e t i t i v e	competitive
e x i s t	exist
w h e e l	wheel
t r a n s i t	transit
d i c k	dick
s u p p l i e r s	suppliers
s a l t	salt
c o m p a c t	compact
p o e t r y	poetry
l i g h t s	lights
t r a c k i n g	tracking
a n g e l	angel
b e l l	bell
k e e p i n g	keeping
p r e p a r a t i o n	preparation
a t t e m p t	attempt
r e c e i v i n g	receiving
m a t c h e s	matches
a c c o r d a n c e	accordance
w i d t h	width
n o i s e	noise
e n g i n e s	engines
f o r g e t	forget
a r r a y	array
d i s c u s s e d	discussed
a c c u r a t e	accurate
s t e p h e n	stephen
e l i z a b e t h	elizabeth
c l i m a t e	climate
r e s e r v a t i o n s	reservations
p i n	pin
p l a y s t a t i o n	playstation
a l c o h o l	alcohol
g r e e k	greek
i n s t r u c t i o n	instruction
m a n a g i n g	managing
a n n o t a t i o n	annotation
s i s t e r	sister
r a w	raw
d i f f e r e n c e s	differences
w a l k i n g	walking
e x p l a i n	explain
s m a l l e r	smaller
n e w e s t	newest
e s t a b l i s h	establish
g n u	gnu
h a p p e n e d	happened
e x p r e s s e d	expressed
j e f f	jeff
e x t e n t	extent
s h a r p	sharp
l e s b i a n s	lesbians
b e n	ben
l a n e	lane
p a r a g r a p h	paragraph
k i l l	kill
m a t h e m a t i c s	mathematics
a o l	aol
c o m p e n s a t i o n	compensation
e x p o r t	export
m a n a g e r s	managers
a i r c r a f t	aircraft
m o d u l e s	modules
s w e d e n	sweden
c o n f l i c t	conflict
c o n d u c t e d	conducted
v e r s i o n s	versions
e m p l o y e r	employer
o c c u r	occur
p e r c e n t a g e	percentage
k n o w s	knows
m i s s i s s i p p i	mississippi
d e s c r i b e	describe
c o n c e r n	concern
b a c k u p	backup
r e q u e s t e d	requested
c i t i z e n s	citizens
c o n n e c t i c u t	connecticut
h e r i t a g e	heritage
p e r s o n a l s	personals
i m m e d i a t e	immediate
h o l d i n g	holding
t r o u b l e	trouble
s p r e a d	spread
c o a c h	coach
k e v i n	kevin
a g r i c u l t u r a l	agricultural
e x p a n d	expand
s u p p o r t i n g	supporting
a u d i e n c e	audience
a s s i g n e d	assigned
j o r d a n	jordan
c o l l e c t i o n s	collections
a g e s	ages
p a r t i c i p a t e	participate
p l u g	plug
s p e c i a l i s t	specialist
c o o k	cook
a f f e c t	affect
v i r g i n	virgin
e x p e r i e n c e d	experienced
i n v e s t i g a t i o n	investigation
r a i s e d	raised
h a t	hat
i n s t i t u t i o n	institution
d i r e c t e d	directed
d e a l e r s	dealers
s e a r c h i n g	searching
s p o r t i n g	sporting
h e l p i n g	helping
p e r l	perl
a f f e c t e d	affected
l i b	lib
b i k e	bike
t o t a l l y	totally
p l a t e	plate
e x p e n s e s	expenses
i n d i c a t e	indicate
b l o n d e	blonde
p r o c e e d i n g s	proceedings
f a v o u r i t e	favourite
t r a n s m i s s i o n	transmission
a n d e r s o n	anderson
u t c	utc
c h a r a c t e r i s t i c s	characteristics
d e r	der
l o s e	lose
o r g a n i c	organic
s e e k	seek
e x p e r i e n c e s	experiences
a l b u m s	albums
c h e a t s	cheats
e x t r e m e l y	extremely
v e r z e i c h n i s	verzeichnis
c o n t r a c t s	contracts
g u e s t s	guests
h o s t e d	hosted
d i s e a s e s	diseases
c o n c e r n i n g	concerning
d e v e l o p e r s	developers
e q u i v a l e n t	equivalent
c h e m i s t r y	chemistry
t o n y	tony
n e i g h b o r h o o d	neighborhood
n e v a d a	nevada
k i t s	kits
t h a i l a n d	thailand
v a r i a b l e s	variables
a g e n d a	agenda
a n y w a y	anyway
c o n t i n u e s	continues
t r a c k s	tracks
a d v i s o r y	advisory
c a m	cam
c u r r i c u l u m	curriculum
l o g i c	logic
t e m p l a t e	template
p r i n c e	prince
c i r c l e	circle
s o i l	soil
g r a n t s	grants
a n y w h e r e	anywhere
p s y c h o l o g y	psychology
r e s p o n s e s	responses
a t l a n t i c	atlantic
w e t	wet
c i r c u m s t a n c e s	circumstances
e d w a r d	edward
i n v e s t o r	investor
i d e n t i f i c a t i o n	identification
r a m	ram
l e a v i n g	leaving
w i l d l i f e	wildlife
a p p l i a n c e s	appliances
m a t t	matt
e l e m e n t a r y	elementary
c o o k i n g	cooking
s p e a k i n g	speaking
s p o n s o r s	sponsors
f o x	fox
u n l i m i t e d	unlimited
r e s p o n d	respond
s i z e s	sizes
p l a i n	plain
e x i t	exit
e n t e r e d	entered
i r a n	iran
a r m	arm
k e y s	keys
l a u n c h	launch
w a v e	wave
c h e c k i n g	checking
c o s t a	costa
b e l g i u m	belgium
p r i n t a b l e	printable
h o l y	holy
a c t s	acts
g u i d a n c e	guidance
m e s h	mesh
t r a i l	trail
e n f o r c e m e n t	enforcement
s y m b o l	symbol
c r a f t s	crafts
h i g h w a y	highway
b u d d y	buddy
h a r d c o v e r	hardcover
o b s e r v e d	observed
d e a n	dean
s e t u p	setup
p o l l	poll
b o o k i n g	booking
g l o s s a r y	glossary
f i s c a l	fiscal
c e l e b r i t y	celebrity
s t y l e s	styles
d e n v e r	denver
u n i x	unix
f i l l e d	filled
b o n d	bond
c h a n n e l s	channels
e r i c s s o n	ericsson
a p p e n d i x	appendix
n o t i f y	notify
b l u e s	blues
c h o c o l a t e	chocolate
p u b	pub
p o r t i o n	portion
s c o p e	scope
h a m p s h i r e	hampshire
s u p p l i e r	supplier
c a b l e s	cables
c o t t o n	cotton
b l u e t o o t h	bluetooth
c o n t r o l l e d	controlled
r e q u i r e m e n t	requirement
a u t h o r i t i e s	authorities
b i o l o g y	biology
d e n t a l	dental
k i l l e d	killed
b o r d e r	border
a n c i e n t	ancient
d e b a t e	debate
r e p r e s e n t a t i v e s	representatives
s t a r t s	starts
p r e g n a n c y	pregnancy
c a u s e s	causes
a r k a n s a s	arkansas
b i o g r a p h y	biography
l e i s u r e	leisure
a t t r a c t i o n s	attractions
l e a r n e d	learned
t r a n s a c t i o n s	transactions
n o t e b o o k	notebook
e x p l o r e r	explorer
h i s t o r i c	historic
a t t a c h e d	attached
o p e n e d	opened
h u s b a n d	husband
d i s a b l e d	disabled
