input1	label
mkqhvwd	m k q h v w d
gzfwrmpl	g z f w r m p l
bdkjngqcrtx	b d k j n g q c r t x
dqmlhzfx	d q m l h z f x
scf	s c f
twvfh	t w v f h
xpzrw	x p z r w
tgmpxfl	t g m p x f l
wrvlknqpz	w r v l k n q p z
zsvdt	z s v d t
dlvjnxpfmb	d l v j n x p f m b
vspkbdnj	v s p k b d n j
kvzdgsb	k v z d g s b
prdntq	p r d n t q
fsqzwtp	f s q z w t p
cpjbrsngd	c p j b r s n g d
cxblkw	c x b l k w
djmfbrqgtp	d j m f b r q g t p
fwnd	f w n d
vfjmsqr	v f j m s q r
phtqzgv	p h t q z g v
jxmnwkph	j x m n w k p h
ghbmxld	g h b m x l d
jfcwsgb	j f c w s g b
mqpjc	m q p j c
hdsbtqpfg	h d s b t q p f g
lmsdxf	l m s d x f
pmbxk	p m b x k
rxpznmvbgjstfc	r x p z n m v b g j s t f c
dvhsxfm	d v h s x f m
pmwvj	p m w v j
qmfkzxg	q m f k z x g
zcdvq	z c d v q
mdtql	m d t q l
wjtzd	w j t z d
fvtmp	f v t m p
qsnrbf	q s n r b f
xblzh	x b l z h
zndqlfm	z n d q l f m
lcz	l c z
tmbvfwh	t m b v f w h
dlrtbsvh	d l r t b s v h
tlhgjqps	t l h g j q p s
dsbxz	d s b x z
wnbhmx	w n b h m x
xqgrcwmz	x q g r c w m z
fgczj	f g c z j
nfbczhqtx	n f b c z h q t x
lgpwqh	l g p w q h
vgwfzxmqt	v g w f z x m q t
shfrbzxmt	s h f r b z x m t
gwbrfz	g w b r f z
mctkn	m c t k n
rpnlvkdf	r p n l v k d f
djkm	d j k m
mkvhxfzpj	m k v h x f z p j
pzltb	p z l t b
pfjtvwrzmbh	p f j t v w r z m b h
qzlpv	q z l p v
czpqdnm	c z p q d n m
jlvxzhf	j l v x z h f
xdwztqnm	x d w z t q n m
dgzmcpsblw	d g z m c p s b l w
sfzt	s f z t
nlkws	n l k w s
pvqsglk	p v q s g l k
jgltqnpx	j g l t q n p x
hwc	h w c
dkzq	d k z q
tlbmrzsgjf	t l b m r z s g j f
xvbhnjkwsmqgd	x v b h n j k w s m q g d
fbsz	f b s z
tqzklwfm	t q z k l w f m
vzchrjfwlmqpk	v z c h r j f w l m q p k
fmcxrs	f m c x r s
bdwkcrgfx	b d w k c r g f x
mfznpwv	m f z n p w v
rtbn	r t b n
bhqlk	b h q l k
djf	d j f
nzgpbrjkhvtw	n z g p b r j k h v t w
mqvpsjrbn	m q v p s j r b n
zmkdsl	z m k d s l
jtkhpg	j t k h p g
pwsjmbldkf	p w s j m b l d k f
cgnbqfks	c g n b q f k s
mtnpkjw	m t n p k j w
jznwk	j z n w k
xvtg	x v t g
gbckxpnj	g b c k x p n j
drgmpj	d r g m p j
plrskvzcmdj	p l r s k v z c m d j
rmpsgk	r m p s g k
tgfdpjn	t g f d p j n
bpqjlhtkdzfw	b p q j l h t k d z f w
pdsbxnjm	p d s b x n j m
wdzp	w d z p
ltznmc	l t z n m c
swfrmq	s w f r m q
rdtksb	r d t k s b
rldkf	r l d k f
hxfcdsgtp	h x f c d s g t p
jbkrxvpm	j b k r x v p m
pcqmgklhbv	p c q m g k l h b v
rqxtldpsmn	r q x t l d p s m n
khwn	k h w n
fhzcpkr	f h z c p k r
hgrpd	h g r p d
dzsvkljb	d z s v k l j b
vctwjph	v c t w j p h
nzmcj	n z m c j
gqpn	g q p n
nmwqfrhx	n m w q f r h x
ksdhtfz	k s d h t f z
tpgclj	t p g c l j
vkwdqhp	v k w d q h p
jqcgm	j q c g m
dgmxlntckw	d g m x l n t c k w
wflvzsd	w f l v z s d
ghwsf	g h w s f
dmcsw	d m c s w
kjwbn	k j w b n
djqbwgf	d j q b w g f
scbj	s c b j
qbtl	q b t l
jdtcz	j d t c z
fbpkjzqhsm	f b p k j z q h s m
zhlv	z h l v
zrdxg	z r d x g
cplmdvxgz	c p l m d v x g z
jbvscn	j b v s c n
rvljnz	r v l j n z
lftv	l f t v
swvmgbnkf	s w v m g b n k f
wkcflr	w k c f l r
vdrqxcw	v d r q x c w
jcwmx	j c w m x
xnsvm	x n s v m
sdcpj	s d c p j
rxclgdvnmkj	r x c l g d v n m k j
lstbzxjh	l s t b z x j h
qzdcpmwl	q z d c p m w l
gntsjvh	g n t s j v h
rwbzqkfnd	r w b z q k f n d
tnjxrvdmzp	t n j x r v d m z p
nbhsrm	n b h s r m
wrfmjl	w r f m j l
zwrpfs	z w r p f s
sfxpmzbvl	s f x p m z b v l
qzjhm	q z j h m
fngthprkz	f n g t h p r k z
kflt	k f l t
rkpvwg	r k p v w g
tmxlgr	t m x l g r
scqpk	s c q p k
rpfkq	r p f k q
jdrgxvbql	j d r g x v b q l
wzbstvhn	w z b s t v h n
gvqzkm	g v q z k m
nrsvfzq	n r s v f z q
rtwq	r t w q
dlcvjbfmqztns	d l c v j b f m q z t n s
lnwqtmvc	l n w q t m v c
vkbjxcl	v k b j x c l
fhktwvxlmgbnpjd	f h k t w v x l m g b n p j d
gzlxj	g z l x j
kdgbczt	k d g b c z t
txdzs	t x d z s
vknrhmjszt	v k n r h m j s z t
qmlvgx	q m l v g x
fnrstj	f n r s t j
phsvlb	p h s v l b
gnkbqvjf	g n k b q v j f
bklvqnrz	b k l v q n r z
lkfr	l k f r
hfqbdk	h f q b d k
rxnqs	r x n q s
ntbfrkz	n t b f r k z
lgsjrzm	l g s j r z m
hrkbcx	h r k b c x
jrg	j r g
vjfhdpx	v j f h d p x
dkntwzr	d k n t w z r
ncp	n c p
zmrbx	z m r b x
npxqsvw	n p x q s v w
chjwnsq	c h j w n s q
fprs	f p r s
zxlksw	z x l k s w
bgxks	b g x k s
rskltwb	r s k l t w b
xskdptq	x s k d p t q
rhjqpsm	r h j q p s m
lrdtcvn	l r d t c v n
ksxjhg	k s x j h g
csqg	c s q g
brkjncx	b r k j n c x
cztrwmsgjqvbd	c z t r w m s g j q v b d
tnk	t n k
hjvnpkcrw	h j v n p k c r w
vpnlm	v p n l m
hlvngp	h l v n g p
glctqz	g l c t q z
jwmt	j w m t
thsfgdzk	t h s f g d z k
drlbtkgp	d r l b t k g p
kvtslgwz	k v t s l g w z
ndmvwsbp	n d m v w s b p
lhxfc	l h x f c
lhdmvwrc	l h d m v w r c
prwvl	p r w v l
dmlnj	d m l n j
bmqjhr	b m q j h r
jzsdhqbv	j z s d h q b v
rkntb	r k n t b
pvsrbfg	p v s r b f g
skcpz	s k c p z
sgw	s g w
khbcdrx	k h b c d r x
nbglt	n b g l t
fjhsqrwgl	f j h s q r w g l
ctfrpxzm	c t f r p x z m
rmbxljvc	r m b x l j v c
rhbdzc	r h b d z c
zfvdrp	z f v d r p
xtckdjl	x t c k d j l
mthfwsj	m t h f w s j
hgkmvrqfzxjd	h g k m v r q f z x j d
trzqgxpdj	t r z q g x p d j
jnhfrqmc	j n h f r q m c
qkg	q k g
zvfcwlxbrhtgk	z v f c w l x b r h t g k
lkfhdn	l k f h d n
xfkvpzj	x f k v p z j
nmpgfbzsj	n m p g f b z s j
sbcjntpmq	s b c j n t p m q
vbgztswp	v b g z t s w p
tvjmcfbhsp	t v j m c f b h s p
hqdbzsjcg	h q d b z s j c g
xdtnvkfr	x d t n v k f r
mjzblk	m j z b l k
qnlg	q n l g
tdjrn	t d j r n
wkxcn	w k x c n
wqmlhcbkn	w q m l h c b k n
rjvpqbx	r j v p q b x
kwtblvczjf	k w t b l v c z j f
gnbmdx	g n b m d x
pxcthvqkrm	p x c t h v q k r m
wtgsd	w t g s d
cgdm	c g d m
rsqkfdlx	r s q k f d l x
qbklfm	q b k l f m
fhgzxs	f h g z x s
klgbf	k l g b f
pnslgwk	p n s l g w k
hdfw	h d f w
mklfxv	m k l f x v
tmdprknh	t m d p r k n h
phblj	p h b l j
ftjsgxbznr	f t j s g x b z n r
dhspjzgbkq	d h s p j z g b k q
qgbc	q g b c
jhmdtnwf	j h m d t n w f
dlkmjxv	d l k m j x v
krzwsx	k r z w s x
jpqg	j p q g
jxqfv	j x q f v
dkjxbgf	d k j x b g f
ndwcs	n d w c s
kqbgmtj	k q b g m t j
jwnbxhflzmdcr	j w n b x h f l z m d c r
cmwslfq	c m w s l f q
wxmctpklj	w x m c t p k l j
ktxv	k t x v
whvsjxnq	w h v s j x n q
qsplhtwkz	q s p l h t w k z
zshtvwq	z s h t v w q
slfwbqhmj	s l f w b q h m j
xnjpv	x n j p v
xzmhprswqc	x z m h p r s w q c
lqxnmrw	l q x n m r w
mfks	m f k s
gpnflk	g p n f l k
nbcxfrl	n b c x f r l
npgbfwmd	n p g b f w m d
pvdrzhx	p v d r z h x
grzkf	g r z k f
mwjzx	m w j z x
rfdgct	r f d g c t
lntzwjbp	l n t z w j b p
gvlhqj	g v l h q j
nbhgm	n b h g m
btnkdl	b t n k d l
xghdfqcpj	x g h d f q c p j
cszdbgfj	c s z d b g f j
vsmgz	v s m g z
fqvkxpmn	f q v k x p m n
mrtcj	m r t c j
zmdf	z m d f
kjdtgp	k j d t g p
bmgh	b m g h
fwzjxgqtd	f w z j x g q t d
gpsvbt	g p s v b t
pqlhmzcr	p q l h m z c r
zwqkdlvxjm	z w q k d l v x j m
gnxwp	g n x w p
lnv	l n v
rmsd	r m s d
ljrs	l j r s
zjdmtsrp	z j d m t s r p
hgnfklb	h g n f k l b
tgwvlf	t g w v l f
jtrvd	j t r v d
ckhqzt	c k h q z t
gvqshxfbjcknw	g v q s h x f b j c k n w
hmcdgbn	h m c d g b n
plvhn	p l v h n
rjhb	r j h b
stxhwcv	s t x h w c v
nzhfwq	n z h f w q
rgtbwzkjf	r g t b w z k j f
zqtgj	z q t g j
ksgwdpc	k s g w d p c
tchvfqjz	t c h v f q j z
zmclvsr	z m c l v s r
vcgqzpnt	v c g q z p n t
lntqxwhskzg	l n t q x w h s k z g
rwcftb	r w c f t b
qnhzm	q n h z m
qxdflps	q x d f l p s
tmswbfl	t m s w b f l
bctr	b c t r
zpmhvgql	z p m h v g q l
bhnqxtzdg	b h n q x t z d g
wxpqtgn	w x p q t g n
drfbj	d r f b j
chgbv	c h g b v
qvmpsgb	q v m p s g b
nkjgv	n k j g v
xbrzpvljc	x b r z p v l j c
qwsk	q w s k
fzwpgmsj	f z w p g m s j
gtcrdp	g t c r d p
lfqsbg	l f q s b g
lvnjc	l v n j c
xvwrtcghkqbdz	x v w r t c g h k q b d z
gfsqphtj	g f s q p h t j
dfnv	d f n v
gqzwsf	g q z w s f
vbtzd	v b t z d
twmvnrdqjzf	t w m v n r d q j z f
vmgzjlr	v m g z j l r
wdmbfp	w d m b f p
zxd	z x d
xbzrcmdlq	x b z r c m d l q
gvz	g v z
cwbjzpdtk	c w b j z p d t k
cbrw	c b r w
wpbrshtnm	w p b r s h t n m
jnktg	j n k t g
qmz	q m z
khjfpdv	k h j f p d v
ljwzqbv	l j w z q b v
bzd	b z d
kfvbgz	k f v b g z
fhcwv	f h c w v
stgz	s t g z
drjkhvlm	d r j k h v l m
dlbrsx	d l b r s x
pbzt	p b z t
bzrtdkjnlwgcx	b z r t d k j n l w g c x
dcwjv	d c w j v
fbkh	f b k h
mlvd	m l v d
qwhdfmkrs	q w h d f m k r s
sbvhg	s b v h g
zdjmpcsw	z d j m p c s w
tlrxzsd	t l r x z s d
lkr	l k r
rflcbmzkgn	r f l c b m z k g n
whbjqgv	w h b j q g v
sqzrmxg	s q z r m x g
gtqdxlwj	g t q d x l w j
sdfwn	s d f w n
cnsz	c n s z
vmslkg	v m s l k g
wlkgsrqdtxm	w l k g s r q d t x m
lrzd	l r z d
qsxp	q s x p
zhkftjgn	z h k f t j g n
tscpkrwdqb	t s c p k r w d q b
qmdhf	q m d h f
jlkdmbq	j l k d m b q
kvpzhjs	k v p z h j s
lkwfx	l k w f x
dqkn	d q k n
dgkbj	d g k b j
htzw	h t z w
hbtrcxzv	h b t r c x z v
jdwmgf	j d w m g f
phdbqz	p h d b q z
zxshvrt	z x s h v r t
hfvds	h f v d s
ckxgpjl	c k x g p j l
wls	w l s
jxwqctb	j x w q c t b
jtbkpfvc	j t b k p f v c
cgq	c g q
vhrngwq	v h r n g w q
tdmwrc	t d m w r c
qkjvstgb	q k j v s t g b
qwhmfpgl	q w h m f p g l
lhrcmkf	l h r c m k f
sxgdfh	s x g d f h
wtlrsbnk	w t l r s b n k
psbrhg	p s b r h g
mtbf	m t b f
sfhncr	s f h n c r
qhkbj	q h k b j
skpnrjh	s k p n r j h
jhgkzmtnfxr	j h g k z m t n f x r
sxgjztfn	s x g j z t f n
pwxdqk	p w x d q k
tqjbsprmkdlz	t q j b s p r m k d l z
tnzpmd	t n z p m d
dkbxms	d k b x m s
zbm	z b m
kvm	k v m
bkmjvgr	b k m j v g r
rdmqb	r d m q b
xtqfjhld	x t q f j h l d
lmhczfptdvrgjn	l m h c z f p t d v r g j n
fxsctk	f x s c t k
vmfsqcbjltp	v m f s q c b j l t p
khbqp	k h b q p
bqgtln	b q g t l n
dfpw	d f p w
zjgt	z j g t
kvthld	k v t h l d
zdcgjbhmxrs	z d c g j b h m x r s
dbvps	d b v p s
tcxmb	t c x m b
nhjdcbvmk	n h j d c b v m k
vpfnqrtwxb	v p f n q r t w x b
wdtfxvzn	w d t f x v z n
vtznw	v t z n w
vdlt	v d l t
kxfqdgmcwjz	k x f q d g m c w j z
wnjltxvfk	w n j l t x v f k
pzhtlsbnfv	p z h t l s b n f v
rmjvqw	r m j v q w
lqzjdxtmgr	l q z j d x t m g r
bmrzns	b m r z n s
kjvg	k j v g
tchfndljmz	t c h f n d l j m z
zvbgslnqdcm	z v b g s l n q d c m
cxmhv	c x m h v
rnkhzj	r n k h z j
jvmhxp	j v m h x p
vqfgxcjtznd	v q f g x c j t z n d
mqcp	m q c p
kmnqhjwbz	k m n q h j w b z
kvwmn	k v w m n
tlsk	t l s k
jzxqdlscr	j z x q d l s c r
wxpj	w x p j
tzpnk	t z p n k
vsfg	v s f g
jxvwgm	j x v w g m
cxpwhfrsmj	c x p w h f r s m j
gnchp	g n c h p
ztlxgfqdr	z t l x g f q d r
jdmknr	j d m k n r
szwl	s z w l
dkmw	d k m w
xbwlrsf	x b w l r s f
hpbgm	h p b g m
fsgjrnwlqkx	f s g j r n w l q k x
cmbxrs	c m b x r s
cgdvztwpbn	c g d v z t w p b n
kgchdbpmrj	k g c h d b p m r j
vplhjqx	v p l h j q x
mrfgshwl	m r f g s h w l
gvtlxm	g v t l x m
lqdvsxg	l q d v s x g
cmgxzl	c m g x z l
sjqhxfzl	s j q h x f z l
mwzq	m w z q
blmxp	b l m x p
tlgrm	t l g r m
lrgkwtqfvbdh	l r g k w t q f v b d h
cgvxdl	c g v x d l
wrnd	w r n d
gpnck	g p n c k
rstjx	r s t j x
smjhrxlc	s m j h r x l c
sprbfl	s p r b f l
tgwhkvmsb	t g w h k v m s b
dxvtrjg	d x v t r j g
gjfbkmr	g j f b k m r
zjqgcnw	z j q g c n w
jkcqxprh	j k c q x p r h
cmrgpv	c m r g p v
rhq	r h q
fgqthzb	f g q t h z b
lxvqkwn	l x v q k w n
gbxcphsjrkn	g b x c p h s j r k n
kvjpsdxml	k v j p s d x m l
blwm	b l w m
wrvgnx	w r v g n x
hrglkf	h r g l k f
tfvmhj	t f v m h j
rfvnqhgz	r f v n q h g z
hcdjgzp	h c d j g z p
ngqmlj	n g q m l j
gzcdpmx	g z c d p m x
mpcxdgt	m p c x d g t
ntwcdvlmg	n t w c d v l m g
pnvjsrmd	p n v j s r m d
kgwsczm	k g w s c z m
gcxfbpsljmvz	g c x f b p s l j m v z
zwjpnf	z w j p n f
sgxwtjn	s g x w t j n
cfrglxnd	c f r g l x n d
srnk	s r n k
qwmj	q w m j
rxkcqm	r x k c q m
nftrgks	n f t r g k s
dqkhnwfcl	d q k h n w f c l
bkznl	b k z n l
sgfnrp	s g f n r p
hzt	h z t
sdxmltcv	s d x m l t c v
qmxpbf	q m x p b f
nhspdzf	n h s p d z f
mljpkdvrf	m l j p k d v r f
pxsgvrln	p x s g v r l n
kcnxjzf	k c n x j z f
mbtjnkwhcfv	m b t j n k w h c f v
jmnrdqz	j m n r d q z
tjdslxnrpz	t j d s l x n r p z
mqdx	m q d x
rcmzhtw	r c m z h t w
lzqh	l z q h
xmsjgzwl	x m s j g z w l
tglxd	t g l x d
cqjnhr	c q j n h r
pgzksct	p g z k s c t
rlcsqx	r l c s q x
xfm	x f m
rblwsh	r b l w s h
prkmqwtsjcfhv	p r k m q w t s j c f h v
rctzfqknp	r c t z f q k n p
wcst	w c s t
nbdfgwvc	n b d f g w v c
ztkbsgwx	z t k b s g w x
mhrscbwd	m h r s c b w d
wbsxgpcn	w b s x g p c n
mvzwp	m v z w p
jftwnqmbrcxgkh	j f t w n q m b r c x g k h
dvpblnzgj	d v p b l n z g j
lcsrwjfmtp	l c s r w j f m t p
frsbx	f r s b x
jslgtr	j s l g t r
kvcpmqtxgld	k v c p m q t x g l d
sltdncbjg	s l t d n c b j g
tnlxj	t n l x j
vcrzhkpbd	v c r z h k p b d
nxg	n x g
tklbwhx	t k l b w h x
fwlmshc	f w l m s h c
rmdn	r m d n
jsncq	j s n c q
bkwjqshfx	b k w j q s h f x
pgzcvxw	p g z c v x w
fmlkvcd	f m l k v c d
bpxnh	b p x n h
tqdrfm	t q d r f m
xwmz	x w m z
fnzwqxsh	f n z w q x s h
jtw	j t w
pfrgdznw	p f r g d z n w
nczmgsl	n c z m g s l
zxbrc	z x b r c
stfqxnj	s t f q x n j
rgktfvszjwnxm	r g k t f v s z j w n x m
zprhf	z p r h f
zkflnrg	z k f l n r g
crhwfbz	c r h w f b z
qdtbrfzs	q d t b r f z s
kxjs	k x j s
drkh	d r k h
pws	p w s
zlcwt	z l c w t
ngjd	n g j d
mnvtflzr	m n v t f l z r
mhvgjs	m h v g j s
dslbmjnr	d s l b m j n r
jfptbn	j f p t b n
ghnqp	g h n q p
wtzbxf	w t z b x f
wfnxldsvj	w f n x l d s v j
vqzr	v q z r
rjldgwz	r j l d g w z
hmxpcr	h m x p c r
fhcwrb	f h c w r b
lpkvdcxs	l p k v d c x s
xrwvdgml	x r w v d g m l
txkc	t x k c
nmsbxvrf	n m s b x v r f
pdzsvxkm	p d z s v x k m
xprgk	x p r g k
xmnjfwc	x m n j f w c
lzrqnbv	l z r q n b v
zsfqvx	z s f q v x
ktg	k t g
mpjqrsfcd	m p j q r s f c d
qgrdlkpmnjs	q g r d l k p m n j s
jcrg	j c r g
zhpslwxv	z h p s l w x v
mvfdgzwqrcb	m v f d g z w q r c b
bgvqdhntw	b g v q d h n t w
zdcvrngfx	z d c v r n g f x
hcvjblngk	h c v j b l n g k
lphrkcqwtsbx	l p h r k c q w t s b x
vdwfxmqjnbzpgk	v d w f x m q j n b z p g k
mrqzvtfjb	m r q z v t f j b
hnwq	h n w q
mvdxcpqw	m v d x c p q w
gjnxsb	g j n x s b
wnmqhc	w n m q h c
jqzfrmpwlb	j q z f r m p w l b
qhvxj	q h v x j
bxndmkqwp	b x n d m k q w p
fdksznmrhb	f d k s z n m r h b
wlmpxgjcdq	w l m p x g j c d q
grqxbnjl	g r q x b n j l
wpjsgklrt	w p j s g k l r t
sfw	s f w
rlkg	r l k g
ptzcnfsb	p t z c n f s b
kfqmcdsn	k f q m c d s n
klwtdxshg	k l w t d x s h g
lvhqcbxpf	l v h q c b x p f
cnvtlwr	c n v t l w r
cqfvzw	c q f v z w
mzwv	m z w v
gpz	g p z
gjxd	g j x d
fvg	f v g
vdgjt	v d g j t
phkrgjm	p h k r g j m
xkl	x k l
rxltvkqsd	r x l t v k q s d
pcqvlbnrt	p c q v l b n r t
dtzb	d t z b
clkpjq	c l k p j q
wzcvt	w z c v t
nvhbmq	n v h b m q
xlwbdzkhc	x l w b d z k h c
dszgf	d s z g f
nfhrdc	n f h r d c
wrkszxtjcp	w r k s z x t j c p
tgbx	t g b x
vpx	v p x
vhmgbf	v h m g b f
brsz	b r s z
hdltcz	h d l t c z
jvkftnw	j v k f t n w
nxdgfkcp	n x d g f k c p
msldhzc	m s l d h z c
fnqblsgrh	f n q b l s g r h
hxsfnzrkj	h x s f n z r k j
hlstxdczkn	h l s t x d c z k n
zdcvskt	z d c v s k t
fpmlxvzkjh	f p m l x v z k j h
ltjmkhrwqf	l t j m k h r w q f
xgmvszqp	x g m v s z q p
bwgxzhrjn	b w g x z h r j n
jxqvkr	j x q v k r
xjd	x j d
stbh	s t b h
zlxbjsrvd	z l x b j s r v d
tvgkqcd	t v g k q c d
svwmzxq	s v w m z x q
fdmkc	f d m k c
qkzl	q k z l
dcxfqntzgsjpl	d c x f q n t z g s j p l
lwdcnf	l w d c n f
mghkxnq	m g h k x n q
rfnqvxm	r f n q v x m
hwj	h w j
clfmbk	c l f m b k
nbpsxg	n b p s x g
dnzpcqmtkx	d n z p c q m t k x
zvmsjpcrbkw	z v m s j p c r b k w
zmrsd	z m r s d
grpwfzjtm	g r p w f z j t m
gnqrlph	g n q r l p h
gpkdmhst	g p k d m h s t
twjfbsxgpv	t w j f b s x g p v
zgrsfm	z g r s f m
mtnpxlvrh	m t n p x l v r h
sqmbzp	s q m b z p
nwcvrsfkbjx	n w c v r s f k b j x
mrvngkj	m r v n g k j
mwfqhsrnk	m w f q h s r n k
rhznvdmcksw	r h z n v d m c k s w
mdfwn	m d f w n
lvwt	l v w t
smnqzdr	s m n q z d r
cdnjgs	c d n j g s
nhbkwrg	n h b k w r g
nfpwldxjst	n f p w l d x j s t
kzdlvc	k z d l v c
kcxdhfngv	k c x d h f n g v
cvhpnztd	c v h p n z t d
tpsrnchv	t p s r n c h v
nltxkq	n l t x k q
dswpgkz	d s w p g k z
xtgnlc	x t g n l c
rjpz	r j p z
xnthc	x n t h c
vhxnqjbz	v h x n q j b z
tcjm	t c j m
bncfd	b n c f d
csgrwd	c s g r w d
zmkrqt	z m k r q t
gdktf	g d k t f
nwhzsqblmxjcr	n w h z s q b l m x j c r
qsgvphbkzf	q s g v p h b k z f
blx	b l x
qmjzgtdh	q m j z g t d h
wtxnqsmvl	w t x n q s m v l
wqbfczmv	w q b f c z m v
tfvl	t f v l
clqbfg	c l q b f g
cgrtkfzsw	c g r t k f z s w
lskcrzgdn	l s k c r z g d n
gwpzx	g w p z x
qvrzgsb	q v r z g s b
kct	k c t
zwvjklm	z w v j k l m
mgxbql	m g x b q l
rnml	r n m l
lsrxwjf	l s r x w j f
kcb	k c b
dmwvjnpt	d m w v j n p t
dgkrj	d g k r j
lqd	l q d
hprqtcs	h p r q t c s
rclvqkpwt	r c l v q k p w t
qrcsf	q r c s f
nqgdvrcfmljs	n q g d v r c f m l j s
tmpgzl	t m p g z l
zkjpgsxqmdrw	z k j p g s x q m d r w
qgv	q g v
vmfx	v m f x
pnztbm	p n z t b m
vfs	v f s
jspqfbt	j s p q f b t
xwvtkp	x w v t k p
tzjxmbrn	t z j x m b r n
jdhrnptxw	j d h r n p t x w
rtkh	r t k h
jxkvhcwqd	j x k v h c w q d
vpsxblknz	v p s x b l k n z
nbjgsvzq	n b j g s v z q
lngrk	l n g r k
kgdhcz	k g d h c z
wvtkzcmdj	w v t k z c m d j
kfsnzmxj	k f s n z m x j
fcndbjt	f c n d b j t
xpnvlc	x p n v l c
tvprjz	t v p r j z
pfklq	p f k l q
rfdmlc	r f d m l c
vdfckq	v d f c k q
vzwlkcpqx	v z w l k c p q x
vdwrmn	v d w r m n
szgtlbjvw	s z g t l b j v w
qjn	q j n
vcqnxfz	v c q n x f z
pbdsq	p b d s q
gkdzxrq	g k d z x r q
qjlb	q j l b
sjlvgcx	s j l v g c x
cgmzlp	c g m z l p
mvw	m v w
rfgclnkbq	r f g c l n k b q
lwgxnpbzd	l w g x n p b z d
xmr	x m r
sdnvzfgp	s d n v z f g p
txvp	t x v p
hrkb	h r k b
lfkzrd	l f k z r d
gjxtqdpl	g j x t q d p l
hdwprx	h d w p r x
sfxd	s f x d
rqnm	r q n m
dbjckz	d b j c k z
rjltdnkxq	r j l t d n k x q
zjbwnd	z j b w n d
lvsnx	l v s n x
xlvkpmq	x l v k p m q
tkbgpzfr	t k b g p z f r
mnbdjtq	m n b d j t q
nmqh	n m q h
bmcqrvptj	b m c q r v p t j
rqzbhlx	r q z b h l x
tpljhfdsw	t p l j h f d s w
vhltnkcq	v h l t n k c q
xdngpwb	x d n g p w b
wfthc	w f t h c
pxd	p x d
cpw	c p w
qxzmkcpn	q x z m k c p n
gbdsrm	g b d s r m
zjtgbvfswq	z j t g b v f s w q
szhqkrj	s z h q k r j
frxzmg	f r x z m g
zpdrjfhvlb	z p d r j f h v l b
jthrvqzx	j t h r v q z x
tjvfrw	t j v f r w
jqdpzv	j q d p z v
qkspnjhb	q k s p n j h b
ncmtvkwfd	n c m t v k w f d
fmxlzqbkt	f m x l z q b k t
hnklm	h n k l m
gbw	g b w
jfdncxrpkv	j f d n c x r p k v
rkwq	r k w q
sfmj	s f m j
lrg	l r g
gkcprm	g k c p r m
sqznmckgt	s q z n m c k g t
dwxjcr	d w x j c r
fdqgck	f d q g c k
xnt	x n t
wthkzn	w t h k z n
ltwmdx	l t w m d x
rszdj	r s z d j
dtg	d t g
tlfm	t l f m
sjkfpl	s j k f p l
lzmr	l z m r
tpzngxhlkfws	t p z n g x h l k f w s
mdbrpxg	m d b r p x g
wthgk	w t h g k
wxpgdztc	w x p g d z t c
xbgz	x b g z
cqpb	c q p b
pbgq	p b g q
nbxdlmzp	n b x d l m z p
pmkgjhq	p m k g j h q
htcrgfzbpnkl	h t c r g f z b p n k l
bpl	b p l
bpvcnh	b p v c n h
crsfd	c r s f d
wcq	w c q
qtmgjbknz	q t m g j b k n z
pfmldqzwrxcb	p f m l d q z w r x c b
mbnw	m b n w
rvpdz	r v p d z
rgcbz	r g c b z
shgkfwcm	s h g k f w c m
tsn	t s n
pfkghz	p f k g h z
mlnhrscj	m l n h r s c j
jmbnh	j m b n h
vbxsng	v b x s n g
gnbdvkl	g n b d v k l
pwmtqj	p w m t q j
zvlnps	z v l n p s
slvpj	s l v p j
gpmb	g p m b
vdqpzw	v d q p z w
phxd	p h x d
bgdshkqn	b g d s h k q n
ljpw	l j p w
jvgtxpbk	j v g t x p b k
npmwj	n p m w j
gqnckzwbx	g q n c k z w b x
sfgck	s f g c k
kfnqlmgrxh	k f n q l m g r x h
qwkpgl	q w k p g l
qjkfwvs	q j k f w v s
tpszjglnfqv	t p s z j g l n f q v
vhcx	v h c x
dsgbr	d s g b r
gjpnqk	g j p n q k
ptvjw	p t v j w
fdrwsmhkp	f d r w s m h k p
tzcgj	t z c g j
gdzkmwjftxhv	g d z k m w j f t x h v
sbrxfphkwm	s b r x f p h k w m
mszrxblp	m s z r x b l p
pjdwhfbzm	p j d w h f b z m
gbn	g b n
crzpnmv	c r z p n m v
zrh	z r h
lfrcvwpg	l f r c v w p g
wdljc	w d l j c
ckjgmnbth	c k j g m n b t h
rctw	r c t w
hxcrqmtz	h x c r q m t z
sbcdvjgmnt	s b c d v j g m n t
wflcspr	w f l c s p r
rnsvgqbjzwck	r n s v g q b j z w c k
lcwjb	l c w j b
ntm	n t m
fcq	f c q
lhfdpg	l h f d p g
hplxdrctgf	h p l x d r c t g f
gmkvw	g m k v w
rkdchn	r k d c h n
dwtrckxqlhj	d w t r c k x q l h j
wjdx	w j d x
szjqmcbvkhf	s z j q m c b v k h f
dwxgh	d w x g h
wmnbv	w m n b v
mqvckwl	m q v c k w l
zfwp	z f w p
cbxjkzhgq	c b x j k z h g q
dztj	d z t j
tkfbgsz	t k f b g s z
vdbhgj	v d b h g j
hvkzqb	h v k z q b
rjqmdwxg	r j q m d w x g
mthrp	m t h r p
bthv	b t h v
fcwqrnb	f c w q r n b
